owner,control,selector_template,properties
theme-post-featured-image,_background_hover_position,{{WRAPPER}}:hover,background-position
theme-post-featured-image,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
theme-post-featured-image,_background_hover_size,{{WRAPPER}}:hover,background-size
theme-post-featured-image,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-post-featured-image,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-post-featured-image,_background_hover_transition,{{WRAPPER}},transition
theme-post-featured-image,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
theme-post-featured-image,_background_hover_xpos,{{WRAPPER}}:hover,background-position
theme-post-featured-image,_background_hover_ypos,{{WRAPPER}}:hover,background-position
theme-post-featured-image,_background_image,{{WRAPPER}},background-image
theme-post-featured-image,_background_position,{{WRAPPER}},background-position
theme-post-featured-image,_background_repeat,{{WRAPPER}},background-repeat
theme-post-featured-image,_background_size,{{WRAPPER}},background-size
theme-post-featured-image,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-post-featured-image,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-post-featured-image,_background_video_fallback,{{WRAPPER}},background background-size
theme-post-featured-image,_background_xpos,{{WRAPPER}},background-position
theme-post-featured-image,_background_ypos,{{WRAPPER}},background-position
theme-post-featured-image,_border_border,{{WRAPPER}},border-style
theme-post-featured-image,_border_color,{{WRAPPER}},border-color
theme-post-featured-image,_border_hover_border,{{WRAPPER}}:hover,border-style
theme-post-featured-image,_border_hover_color,{{WRAPPER}}:hover,border-color
theme-post-featured-image,_border_hover_transition,{{WRAPPER}},transition
theme-post-featured-image,_border_hover_width,{{WRAPPER}}:hover,border-width
theme-post-featured-image,_border_radius,{{WRAPPER}},border-radius
theme-post-featured-image,_border_radius_hover,{{WRAPPER}}:hover,border-radius
theme-post-featured-image,_border_width,{{WRAPPER}},border-width
theme-post-featured-image,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
theme-post-featured-image,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
theme-post-featured-image,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
theme-post-featured-image,_element_vertical_align,{{WRAPPER}},align-self
theme-post-featured-image,_element_width,{{WRAPPER}},width max-width
theme-post-featured-image,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
theme-post-featured-image,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
theme-post-featured-image,_flex_order,{{WRAPPER}}.elementor-element,--order
theme-post-featured-image,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
theme-post-featured-image,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
theme-post-featured-image,_grid_column,{{WRAPPER}},grid-column
theme-post-featured-image,_grid_column_custom,{{WRAPPER}},grid-column
theme-post-featured-image,_grid_row,{{WRAPPER}},grid-row
theme-post-featured-image,_grid_row_custom,{{WRAPPER}},grid-row
theme-post-featured-image,_margin,{{WRAPPER}},margin
theme-post-featured-image,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-post-featured-image,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
theme-post-featured-image,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
theme-post-featured-image,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
theme-post-featured-image,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
theme-post-featured-image,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-post-featured-image,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-post-featured-image,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-post-featured-image,_offset_x,body.rtl {{WRAPPER}},right
theme-post-featured-image,_offset_x,body:not(.rtl) {{WRAPPER}},left
theme-post-featured-image,_offset_x_end,body.rtl {{WRAPPER}},left
theme-post-featured-image,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
theme-post-featured-image,_offset_y,{{WRAPPER}},top
theme-post-featured-image,_offset_y_end,{{WRAPPER}},bottom
theme-post-featured-image,_padding,{{WRAPPER}},padding
theme-post-featured-image,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
theme-post-featured-image,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
theme-post-featured-image,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
theme-post-featured-image,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
theme-post-featured-image,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
theme-post-featured-image,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
theme-post-featured-image,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
theme-post-featured-image,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
theme-post-featured-image,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
theme-post-featured-image,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
theme-post-featured-image,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
theme-post-featured-image,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
theme-post-featured-image,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
theme-post-featured-image,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
theme-post-featured-image,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
theme-post-featured-image,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
theme-post-featured-image,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
theme-post-featured-image,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
theme-post-featured-image,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
theme-post-featured-image,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
theme-post-featured-image,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
theme-post-featured-image,_transform_skewX_effect_hover,{{WRAPPER}}:hover,--e-transform-skewX
theme-post-featured-image,_transform_skewY_effect,{{WRAPPER}},--e-transform-skewY
theme-post-featured-image,_transform_skewY_effect_hover,{{WRAPPER}}:hover,--e-transform-skewY
theme-post-featured-image,_transform_transition_hover,{{WRAPPER}},--e-transform-transition-duration
theme-post-featured-image,_transform_translateX_effect,{{WRAPPER}},--e-transform-translateX
theme-post-featured-image,_transform_translateX_effect_hover,{{WRAPPER}}:hover,--e-transform-translateX
theme-post-featured-image,_transform_translateY_effect,{{WRAPPER}},--e-transform-translateY
theme-post-featured-image,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
theme-post-featured-image,_z_index,{{WRAPPER}},z-index
theme-post-featured-image,align,{{WRAPPER}},text-align
theme-post-featured-image,background_hover_transition,{{WRAPPER}} img,transition-duration
theme-post-featured-image,caption_align,{{WRAPPER}} .widget-image-caption,text-align
theme-post-featured-image,caption_background_color,{{WRAPPER}} .widget-image-caption,background-color
theme-post-featured-image,caption_space,{{WRAPPER}} .widget-image-caption,margin-block-start
theme-post-featured-image,caption_text_shadow_text_shadow,{{WRAPPER}} .widget-image-caption,text-shadow
theme-post-featured-image,caption_typography_font_family,{{WRAPPER}} .widget-image-caption,font-family
theme-post-featured-image,caption_typography_font_size,{{WRAPPER}} .widget-image-caption,font-size
theme-post-featured-image,caption_typography_font_style,{{WRAPPER}} .widget-image-caption,font-style
theme-post-featured-image,caption_typography_font_weight,{{WRAPPER}} .widget-image-caption,font-weight
theme-post-featured-image,caption_typography_letter_spacing,{{WRAPPER}} .widget-image-caption,letter-spacing
theme-post-featured-image,caption_typography_line_height,{{WRAPPER}} .widget-image-caption,line-height
theme-post-featured-image,caption_typography_text_decoration,{{WRAPPER}} .widget-image-caption,text-decoration
theme-post-featured-image,caption_typography_text_transform,{{WRAPPER}} .widget-image-caption,text-transform
theme-post-featured-image,caption_typography_word_spacing,{{WRAPPER}} .widget-image-caption,word-spacing
theme-post-featured-image,css_filters_blur,{{WRAPPER}} img,filter
theme-post-featured-image,css_filters_hover_blur,{{WRAPPER}}:hover img,filter
theme-post-featured-image,height,{{WRAPPER}} img,height
theme-post-featured-image,image_border_border,{{WRAPPER}} img,border-style
theme-post-featured-image,image_border_color,{{WRAPPER}} img,border-color
theme-post-featured-image,image_border_radius,{{WRAPPER}} img,border-radius
theme-post-featured-image,image_border_width,{{WRAPPER}} img,border-width
theme-post-featured-image,image_box_shadow_box_shadow,{{WRAPPER}} img,box-shadow
theme-post-featured-image,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
theme-post-featured-image,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
theme-post-featured-image,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
theme-post-featured-image,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
theme-post-featured-image,object-fit,{{WRAPPER}} img,object-fit
theme-post-featured-image,object-position,{{WRAPPER}} img,object-position
theme-post-featured-image,opacity,{{WRAPPER}} img,opacity
theme-post-featured-image,opacity_hover,{{WRAPPER}}:hover img,opacity
theme-post-featured-image,space,{{WRAPPER}} img,max-width
theme-post-featured-image,text_color,{{WRAPPER}} .widget-image-caption,color
theme-post-featured-image,width,{{WRAPPER}} img,width
theme-post-title,_background_attachment,(desktop+){{WRAPPER}},background-attachment
theme-post-title,_background_bg_width,{{WRAPPER}},background-size
theme-post-title,_background_color,{{WRAPPER}},background-color
theme-post-title,_background_gradient_angle,{{WRAPPER}},background-color background-image
theme-post-title,_background_gradient_position,{{WRAPPER}},background-color background-image
theme-post-title,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
theme-post-title,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
theme-post-title,_background_hover_color,{{WRAPPER}}:hover,background-color
theme-post-title,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
theme-post-title,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
theme-post-title,_background_hover_image,{{WRAPPER}}:hover,background-image
theme-post-title,_background_hover_position,{{WRAPPER}}:hover,background-position
theme-post-title,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
theme-post-title,_background_hover_size,{{WRAPPER}}:hover,background-size
theme-post-title,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-post-title,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-post-title,_background_hover_transition,{{WRAPPER}},transition
theme-post-title,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
theme-post-title,_background_hover_xpos,{{WRAPPER}}:hover,background-position
theme-post-title,_background_hover_ypos,{{WRAPPER}}:hover,background-position
theme-post-title,_background_image,{{WRAPPER}},background-image
theme-post-title,_background_position,{{WRAPPER}},background-position
theme-post-title,_background_repeat,{{WRAPPER}},background-repeat
theme-post-title,_background_size,{{WRAPPER}},background-size
theme-post-title,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-post-title,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-post-title,_background_video_fallback,{{WRAPPER}},background background-size
theme-post-title,_background_xpos,{{WRAPPER}},background-position
theme-post-title,_background_ypos,{{WRAPPER}},background-position
theme-post-title,_border_border,{{WRAPPER}},border-style
theme-post-title,_border_color,{{WRAPPER}},border-color
theme-post-title,_border_hover_border,{{WRAPPER}}:hover,border-style
theme-post-title,_border_hover_color,{{WRAPPER}}:hover,border-color
theme-post-title,_border_hover_transition,{{WRAPPER}},transition
theme-post-title,_border_hover_width,{{WRAPPER}}:hover,border-width
theme-post-title,_border_radius,{{WRAPPER}},border-radius
theme-post-title,_border_radius_hover,{{WRAPPER}}:hover,border-radius
theme-post-title,_border_width,{{WRAPPER}},border-width
theme-post-title,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
theme-post-title,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
theme-post-title,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
theme-post-title,_element_vertical_align,{{WRAPPER}},align-self
theme-post-title,_element_width,{{WRAPPER}},width max-width
theme-post-title,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
theme-post-title,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
theme-post-title,_flex_order,{{WRAPPER}}.elementor-element,--order
theme-post-title,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
theme-post-title,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
theme-post-title,_grid_column,{{WRAPPER}},grid-column
theme-post-title,_grid_column_custom,{{WRAPPER}},grid-column
theme-post-title,_grid_row,{{WRAPPER}},grid-row
theme-post-title,_grid_row_custom,{{WRAPPER}},grid-row
theme-post-title,_margin,{{WRAPPER}},margin
theme-post-title,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-post-title,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
theme-post-title,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
theme-post-title,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
theme-post-title,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
theme-post-title,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-post-title,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-post-title,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-post-title,_offset_x,body.rtl {{WRAPPER}},right
theme-post-title,_offset_x,body:not(.rtl) {{WRAPPER}},left
