owner,control,device,type,css,expected,status,detail
wp-widget-media_audio,_flex_shrink_tablet,tablet,number,--flex-shrink,5,verified,
wp-widget-media_audio,_grid_column,,select,grid-column,1,verified,
wp-widget-media_audio,_grid_column_mobile,mobile,select,grid-column,1,verified,
wp-widget-media_audio,_grid_column_tablet,tablet,select,grid-column,1,verified,
wp-widget-media_audio,_grid_row,,select,grid-row,1,verified,
wp-widget-media_audio,_grid_row_mobile,mobile,select,grid-row,1,verified,
wp-widget-media_audio,_grid_row_tablet,tablet,select,grid-row,1,verified,
wp-widget-media_audio,_margin,,dimensions,margin,47px,verified,
wp-widget-media_audio,_margin_mobile,mobile,dimensions,margin,38px,verified,
wp-widget-media_audio,_margin_tablet,tablet,dimensions,margin,50px,verified,
wp-widget-media_audio,_mask_image,,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_mask_image_mobile,mobile,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_mask_image_tablet,tablet,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_mask_position,,select,-webkit-mask-position,center center,verified,
wp-widget-media_audio,_mask_position_mobile,mobile,select,-webkit-mask-position,center center,verified,
wp-widget-media_audio,_mask_position_tablet,tablet,select,-webkit-mask-position,center center,verified,
wp-widget-media_audio,_mask_position_x,,slider,-webkit-mask-position-x,775px,verified,
wp-widget-media_audio,_mask_position_x_mobile,mobile,slider,-webkit-mask-position-x,834px,verified,
wp-widget-media_audio,_mask_position_x_tablet,tablet,slider,-webkit-mask-position-x,462px,verified,
wp-widget-media_audio,_mask_position_y,,slider,-webkit-mask-position-y,500px,verified,
wp-widget-media_audio,_mask_position_y_mobile,mobile,slider,-webkit-mask-position-y,396px,verified,
wp-widget-media_audio,_mask_position_y_tablet,tablet,slider,-webkit-mask-position-y,689px,verified,
wp-widget-media_audio,_mask_repeat,,select,-webkit-mask-repeat,no-repeat,verified,
wp-widget-media_audio,_mask_repeat_mobile,mobile,select,-webkit-mask-repeat,no-repeat,verified,
wp-widget-media_audio,_mask_repeat_tablet,tablet,select,-webkit-mask-repeat,no-repeat,verified,
wp-widget-media_audio,_mask_shape,,visual_choice,-webkit-mask-image,circle,verified,
wp-widget-media_audio,_mask_size,,select,-webkit-mask-size,contain,verified,
wp-widget-media_audio,_mask_size_mobile,mobile,select,-webkit-mask-size,contain,verified,
wp-widget-media_audio,_mask_size_scale,,slider,-webkit-mask-size,126px,verified,
wp-widget-media_audio,_mask_size_scale_mobile,mobile,slider,-webkit-mask-size,855px,verified,
wp-widget-media_audio,_mask_size_scale_tablet,tablet,slider,-webkit-mask-size,562px,verified,
wp-widget-media_audio,_mask_size_tablet,tablet,select,-webkit-mask-size,contain,verified,
wp-widget-media_audio,_offset_x,,slider,left|right,94px,verified,
wp-widget-media_audio,_offset_x_end,,slider,right|left,501px,verified,
wp-widget-media_audio,_offset_x_end_mobile,mobile,slider,right|left,649px,verified,
wp-widget-media_audio,_offset_x_end_tablet,tablet,slider,right|left,340px,verified,
wp-widget-media_audio,_offset_x_mobile,mobile,slider,left|right,463px,verified,
wp-widget-media_audio,_offset_x_tablet,tablet,slider,left|right,20px,verified,
wp-widget-media_audio,_offset_y,,slider,top,107px,verified,
wp-widget-media_audio,_offset_y_end,,slider,bottom,601px,verified,
wp-widget-media_audio,_offset_y_end_mobile,mobile,slider,bottom,569px,verified,
wp-widget-media_audio,_offset_y_end_tablet,tablet,slider,bottom,554px,verified,
wp-widget-media_audio,_offset_y_mobile,mobile,slider,top,247px,verified,
wp-widget-media_audio,_offset_y_tablet,tablet,slider,top,50px,verified,
wp-widget-media_audio,_padding,,dimensions,padding,72px,verified,
wp-widget-media_audio,_padding_mobile,mobile,dimensions,padding,61px,verified,
wp-widget-media_audio,_padding_tablet,tablet,dimensions,padding,77px,verified,
wp-widget-media_audio,_transform_perspective_effect,,slider,--e-transform-perspective,882px,verified,
wp-widget-media_audio,_transform_perspective_effect_hover,,slider,--e-transform-perspective,111px,verified,
wp-widget-media_audio,_transform_perspective_effect_hover_mobile,mobile,slider,--e-transform-perspective,741px,verified,
wp-widget-media_audio,_transform_perspective_effect_hover_tablet,tablet,slider,--e-transform-perspective,696px,verified,
wp-widget-media_audio,_transform_perspective_effect_mobile,mobile,slider,--e-transform-perspective,297px,verified,
wp-widget-media_audio,_transform_perspective_effect_tablet,tablet,slider,--e-transform-perspective,402px,verified,
wp-widget-media_audio,_transform_rotateX_effect,,slider,--e-transform-rotateX,410px,verified,
wp-widget-media_audio,_transform_rotateX_effect_hover,,slider,--e-transform-rotateX,827px,verified,
wp-widget-media_audio,_transform_rotateX_effect_hover_mobile,mobile,slider,--e-transform-rotateX,788px,verified,
wp-widget-media_audio,_transform_rotateX_effect_hover_tablet,tablet,slider,--e-transform-rotateX,747px,verified,
wp-widget-media_audio,_transform_rotateX_effect_mobile,mobile,slider,--e-transform-rotateX,604px,verified,
wp-widget-media_audio,_transform_rotateX_effect_tablet,tablet,slider,--e-transform-rotateX,327px,verified,
wp-widget-media_audio,_transform_rotateY_effect,,slider,--e-transform-rotateY,20px,verified,
wp-widget-media_audio,_transform_rotateY_effect_hover,,slider,--e-transform-rotateY,693px,verified,
wp-widget-media_audio,_transform_rotateY_effect_hover_mobile,mobile,slider,--e-transform-rotateY,121px,verified,
wp-widget-media_audio,_transform_rotateY_effect_hover_tablet,tablet,slider,--e-transform-rotateY,797px,verified,
wp-widget-media_audio,_transform_rotateY_effect_mobile,mobile,slider,--e-transform-rotateY,312px,verified,
wp-widget-media_audio,_transform_rotateY_effect_tablet,tablet,slider,--e-transform-rotateY,737px,verified,
wp-widget-media_audio,_transform_rotateZ_effect,,slider,--e-transform-rotateZ,22px,verified,
wp-widget-media_audio,_transform_rotateZ_effect_hover,,slider,--e-transform-rotateZ,161px,verified,
wp-widget-media_audio,_transform_rotateZ_effect_hover_mobile,mobile,slider,--e-transform-rotateZ,625px,verified,
wp-widget-media_audio,_transform_rotateZ_effect_hover_tablet,tablet,slider,--e-transform-rotateZ,298px,verified,
wp-widget-media_audio,_transform_rotateZ_effect_mobile,mobile,slider,--e-transform-rotateZ,431px,verified,
wp-widget-media_audio,_transform_rotateZ_effect_tablet,tablet,slider,--e-transform-rotateZ,799px,verified,
wp-widget-media_audio,_transform_scaleX_effect,,slider,--e-transform-scaleX,206px,verified,
wp-widget-media_audio,_transform_scaleX_effect_hover,,slider,--e-transform-scaleX,480px,verified,
wp-widget-media_audio,_transform_scaleX_effect_hover_mobile,mobile,slider,--e-transform-scaleX,654px,verified,
wp-widget-media_audio,_transform_scaleX_effect_hover_tablet,tablet,slider,--e-transform-scaleX,675px,verified,
wp-widget-media_audio,_transform_scaleX_effect_mobile,mobile,slider,--e-transform-scaleX,306px,verified,
wp-widget-media_audio,_transform_scaleX_effect_tablet,tablet,slider,--e-transform-scaleX,616px,verified,
wp-widget-media_audio,_transform_scaleY_effect,,slider,--e-transform-scaleY,193px,verified,
wp-widget-media_audio,_transform_scaleY_effect_hover,,slider,--e-transform-scaleY,432px,verified,
wp-widget-media_audio,_transform_scaleY_effect_hover_mobile,mobile,slider,--e-transform-scaleY,105px,verified,
wp-widget-media_audio,_transform_scaleY_effect_hover_tablet,tablet,slider,--e-transform-scaleY,939px,verified,
wp-widget-media_audio,_transform_scaleY_effect_mobile,mobile,slider,--e-transform-scaleY,971px,verified,
wp-widget-media_audio,_transform_scaleY_effect_tablet,tablet,slider,--e-transform-scaleY,864px,verified,
wp-widget-media_audio,_transform_scale_effect,,slider,--e-transform-scale,843px,verified,
wp-widget-media_audio,_transform_scale_effect_hover,,slider,--e-transform-scale,69px,verified,
wp-widget-media_audio,_transform_scale_effect_hover_mobile,mobile,slider,--e-transform-scale,865px,verified,
wp-widget-media_audio,_transform_scale_effect_hover_tablet,tablet,slider,--e-transform-scale,804px,verified,
wp-widget-media_audio,_transform_scale_effect_mobile,mobile,slider,--e-transform-scale,985px,verified,
wp-widget-media_audio,_transform_scale_effect_tablet,tablet,slider,--e-transform-scale,857px,verified,
wp-widget-media_audio,_transform_skewX_effect,,slider,--e-transform-skewX,500px,verified,
wp-widget-media_audio,_transform_skewX_effect_hover,,slider,--e-transform-skewX,311px,verified,
wp-widget-media_audio,_transform_skewX_effect_hover_mobile,mobile,slider,--e-transform-skewX,253px,verified,
wp-widget-media_audio,_transform_skewX_effect_hover_tablet,tablet,slider,--e-transform-skewX,941px,verified,
wp-widget-media_audio,_transform_skewX_effect_mobile,mobile,slider,--e-transform-skewX,585px,verified,
wp-widget-media_audio,_transform_skewX_effect_tablet,tablet,slider,--e-transform-skewX,705px,verified,
wp-widget-media_audio,_transform_skewY_effect,,slider,--e-transform-skewY,327px,verified,
wp-widget-media_audio,_transform_skewY_effect_hover,,slider,--e-transform-skewY,589px,verified,
wp-widget-media_audio,_transform_skewY_effect_hover_mobile,mobile,slider,--e-transform-skewY,61px,verified,
wp-widget-media_audio,_transform_skewY_effect_hover_tablet,tablet,slider,--e-transform-skewY,325px,verified,
wp-widget-media_audio,_transform_skewY_effect_mobile,mobile,slider,--e-transform-skewY,845px,verified,
wp-widget-media_audio,_transform_skewY_effect_tablet,tablet,slider,--e-transform-skewY,585px,verified,
wp-widget-media_audio,_transform_transition_hover,,slider,--e-transform-transition-duration,730px,verified,
wp-widget-media_audio,_transform_translateX_effect,,slider,--e-transform-translateX,729px,verified,
wp-widget-media_audio,_transform_translateX_effect_hover,,slider,--e-transform-translateX,283px,verified,
wp-widget-media_audio,_transform_translateX_effect_hover_mobile,mobile,slider,--e-transform-translateX,887px,verified,
wp-widget-media_audio,_transform_translateX_effect_hover_tablet,tablet,slider,--e-transform-translateX,445px,verified,
wp-widget-media_audio,_transform_translateX_effect_mobile,mobile,slider,--e-transform-translateX,360px,verified,
wp-widget-media_audio,_transform_translateX_effect_tablet,tablet,slider,--e-transform-translateX,561px,verified,
wp-widget-media_audio,_transform_translateY_effect,,slider,--e-transform-translateY,681px,verified,
wp-widget-media_audio,_transform_translateY_effect_hover,,slider,--e-transform-translateY,954px,verified,
wp-widget-media_audio,_transform_translateY_effect_hover_mobile,mobile,slider,--e-transform-translateY,521px,verified,
wp-widget-media_audio,_transform_translateY_effect_hover_tablet,tablet,slider,--e-transform-translateY,42px,verified,
wp-widget-media_audio,_transform_translateY_effect_mobile,mobile,slider,--e-transform-translateY,388px,verified,
wp-widget-media_audio,_transform_translateY_effect_tablet,tablet,slider,--e-transform-translateY,91px,verified,
wp-widget-media_audio,_z_index,,number,z-index,5,verified,
wp-widget-media_audio,_z_index_mobile,mobile,number,z-index,4,verified,
wp-widget-media_audio,_z_index_tablet,tablet,number,z-index,4,verified,
wp-widget-media_audio,motion_fx_transform_origin_x,,choose,--e-transform-origin-x,left,verified,
wp-widget-media_audio,motion_fx_transform_origin_y,,choose,--e-transform-origin-y,top,verified,
wp-widget-media_audio,motion_fx_transform_x_anchor_point,,choose,--e-transform-origin-x,left,verified,
wp-widget-media_audio,motion_fx_transform_x_anchor_point_mobile,mobile,choose,--e-transform-origin-x,left,verified,
wp-widget-media_audio,motion_fx_transform_x_anchor_point_tablet,tablet,choose,--e-transform-origin-x,left,verified,
wp-widget-media_audio,motion_fx_transform_y_anchor_point,,choose,--e-transform-origin-y,top,verified,
wp-widget-media_audio,motion_fx_transform_y_anchor_point_mobile,mobile,choose,--e-transform-origin-y,top,verified,
wp-widget-media_audio,motion_fx_transform_y_anchor_point_tablet,tablet,choose,--e-transform-origin-y,top,verified,
wp-widget-media_gallery,_background_attachment,,select,background-attachment,scroll,verified,
wp-widget-media_gallery,_background_bg_width,,slider,background-size,577px,verified,
wp-widget-media_gallery,_background_bg_width_mobile,mobile,slider,background-size,651px,verified,
wp-widget-media_gallery,_background_bg_width_tablet,tablet,slider,background-size,406px,verified,
wp-widget-media_gallery,_background_color,,color,background-color,#BA5DE8,verified,
wp-widget-media_gallery,_background_gradient_angle,,slider,background-color|background-image,280deg,verified,
wp-widget-media_gallery,_background_gradient_angle_mobile,mobile,slider,background-color|background-image,461deg,verified,
wp-widget-media_gallery,_background_gradient_angle_tablet,tablet,slider,background-color|background-image,870deg,verified,
wp-widget-media_gallery,_background_gradient_position,,select,background-color|background-image,center center,verified,
wp-widget-media_gallery,_background_gradient_position_mobile,mobile,select,background-color|background-image,center center,verified,
wp-widget-media_gallery,_background_gradient_position_tablet,tablet,select,background-color|background-image,center center,verified,
wp-widget-media_gallery,_background_hover_attachment,,select,background-attachment,scroll,verified,
wp-widget-media_gallery,_background_hover_bg_width,,slider,background-size,83px,verified,
