owner,control,type,tab,section,responsive,control_tier,owner_tier,default,options,condition,css,label
woocommerce-my-account,tables_items_typography_font_family,font,style,tables_section,,pro,pro,,,"{""tables_items_typography_typography!"":""""}",font-family,Family
woocommerce-my-account,tables_items_typography_font_size,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_items_typography_typography!"":""""}",font-size,Size
woocommerce-my-account,tables_items_typography_font_weight,select,style,tables_section,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""tables_items_typography_typography!"":""""}",font-weight,Weight
woocommerce-my-account,tables_items_typography_text_transform,select,style,tables_section,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""tables_items_typography_typography!"":""""}",text-transform,Transform
woocommerce-my-account,tables_items_typography_font_style,select,style,tables_section,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""tables_items_typography_typography!"":""""}",font-style,Style
woocommerce-my-account,tables_items_typography_text_decoration,select,style,tables_section,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""tables_items_typography_typography!"":""""}",text-decoration,Decoration
woocommerce-my-account,tables_items_typography_line_height,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_items_typography_typography!"":""""}",line-height,Line Height
woocommerce-my-account,tables_items_typography_letter_spacing,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_items_typography_typography!"":""""}",letter-spacing,Letter Spacing
woocommerce-my-account,tables_items_typography_word_spacing,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_items_typography_typography!"":""""}",word-spacing,Word Spacing
woocommerce-my-account,variations_color,color,style,tables_section,,pro,pro,,,,--variations-color,Color
woocommerce-my-account,variations_typography_typography,popover_toggle,style,tables_section,,pro,pro,,,,,Typography
woocommerce-my-account,variations_typography_font_family,font,style,tables_section,,pro,pro,,,"{""variations_typography_typography!"":""""}",font-family,Family
woocommerce-my-account,variations_typography_font_size,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_typography_typography!"":""""}",font-size,Size
woocommerce-my-account,variations_typography_font_weight,select,style,tables_section,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""variations_typography_typography!"":""""}",font-weight,Weight
woocommerce-my-account,variations_typography_text_transform,select,style,tables_section,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""variations_typography_typography!"":""""}",text-transform,Transform
woocommerce-my-account,variations_typography_font_style,select,style,tables_section,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""variations_typography_typography!"":""""}",font-style,Style
woocommerce-my-account,variations_typography_text_decoration,select,style,tables_section,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""variations_typography_typography!"":""""}",text-decoration,Decoration
woocommerce-my-account,variations_typography_line_height,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_typography_typography!"":""""}",line-height,Line Height
woocommerce-my-account,variations_typography_letter_spacing,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_typography_typography!"":""""}",letter-spacing,Letter Spacing
woocommerce-my-account,variations_typography_word_spacing,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""variations_typography_typography!"":""""}",word-spacing,Word Spacing
woocommerce-my-account,tables_links_normal_color,color,style,tables_section,,pro,pro,,,,--tables-links-normal-color,Color
woocommerce-my-account,tables_links_hover_color,color,style,tables_section,,pro,pro,,,,--tables-links-hover-color,Color
woocommerce-my-account,tables_divider_border_type,select,style,tables_section,,pro,pro,,"[""none"",""solid"",""double"",""dotted"",""dashed"",""groove""]",,--tables-divider-border-type,Border Type
woocommerce-my-account,tables_divider_border_width,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_divider_border_type!"":""none""}",--tables-divider-border-width,Width
woocommerce-my-account,tables_divider_border_color,color,style,tables_section,,pro,pro,,,"{""tables_divider_border_type!"":""none""}",--tables-divider-border-color,Color
woocommerce-my-account,tables_button_typography_typography,popover_toggle,style,tables_section,,pro,pro,,,,,Typography
woocommerce-my-account,tables_button_typography_font_family,font,style,tables_section,,pro,pro,,,"{""tables_button_typography_typography!"":""""}",font-family,Family
woocommerce-my-account,tables_button_typography_font_size,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_button_typography_typography!"":""""}",font-size,Size
woocommerce-my-account,tables_button_typography_font_weight,select,style,tables_section,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""tables_button_typography_typography!"":""""}",font-weight,Weight
woocommerce-my-account,tables_button_typography_text_transform,select,style,tables_section,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""tables_button_typography_typography!"":""""}",text-transform,Transform
woocommerce-my-account,tables_button_typography_font_style,select,style,tables_section,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""tables_button_typography_typography!"":""""}",font-style,Style
woocommerce-my-account,tables_button_typography_text_decoration,select,style,tables_section,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""tables_button_typography_typography!"":""""}",text-decoration,Decoration
woocommerce-my-account,tables_button_typography_line_height,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_button_typography_typography!"":""""}",line-height,Line Height
woocommerce-my-account,tables_button_typography_letter_spacing,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_button_typography_typography!"":""""}",letter-spacing,Letter Spacing
woocommerce-my-account,tables_button_typography_word_spacing,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""tables_button_typography_typography!"":""""}",word-spacing,Word Spacing
woocommerce-my-account,tables_button_text_shadow_text_shadow_type,popover_toggle,style,tables_section,,pro,pro,,,,,Text Shadow
woocommerce-my-account,tables_button_text_shadow_text_shadow,text_shadow,style,tables_section,,pro,pro,"{""horizontal"":0,""vertical"":0,""blur"":10,""color"":""rgba(0,0,0,0.3)""}",,"{""tables_button_text_shadow_text_shadow_type!"":""""}",text-shadow,Text Shadow
woocommerce-my-account,tables_button_normal_text_color,color,style,tables_section,,pro,pro,,,,--tables-button-normal-text-color,Text Color
woocommerce-my-account,tables_button_normal_background_background,choose,style,tables_section,,pro,pro,,"[""classic"",""gradient""]",,,Background Type
woocommerce-my-account,tables_button_normal_background_color,color,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""classic"",""gradient"",""video""]}",background-color,Color
woocommerce-my-account,tables_button_normal_background_color_stop,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""%"",""size"":0,""sizes"":[]}",,"{""tables_button_normal_background_background"":[""gradient""]}",,Location
woocommerce-my-account,tables_button_normal_background_color_b,color,style,tables_section,,pro,pro,#f2295b,,"{""tables_button_normal_background_background"":[""gradient""]}",,Second Color
woocommerce-my-account,tables_button_normal_background_color_b_stop,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""%"",""size"":100,""sizes"":[]}",,"{""tables_button_normal_background_background"":[""gradient""]}",,Location
woocommerce-my-account,tables_button_normal_background_gradient_type,select,style,tables_section,,pro,pro,linear,"[""linear"",""radial""]","{""tables_button_normal_background_background"":[""gradient""]}",,Type
woocommerce-my-account,tables_button_normal_background_gradient_angle,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""deg"",""size"":180,""sizes"":[]}",,"{""tables_button_normal_background_background"":[""gradient""],""tables_button_normal_background_gradient_type"":""linear""}",background-color|background-image,Angle
woocommerce-my-account,tables_button_normal_background_gradient_position,select,style,tables_section,mobile|tablet,pro,pro,center center,"[""center center"",""center left"",""center right"",""top center"",""top left"",""top right"",""bottom center"",""bottom left"",""bottom right""]","{""tables_button_normal_background_background"":[""gradient""],""tables_button_normal_background_gradient_type"":""radial""}",background-color|background-image,Position
woocommerce-my-account,tables_button_normal_background_image,media,style,tables_section,mobile|tablet,pro,pro,"{""url"":"""",""id"":"""",""size"":""""}",,"{""tables_button_normal_background_background"":[""classic""]}",background-image,Image
woocommerce-my-account,tables_button_normal_background_position,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""center center"",""center left"",""center right"",""top center"",""top left"",""top right"",""bottom center"",""bottom left"",""bottom right"",""initial""]","{""tables_button_normal_background_background"":[""classic""],""tables_button_normal_background_image[url]!"":""""}",background-position,Position
woocommerce-my-account,tables_button_normal_background_xpos,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""tables_button_normal_background_background"":[""classic""],""tables_button_normal_background_position"":[""initial""],""tables_button_normal_background_image[url]!"":""""}",background-position,X Position
woocommerce-my-account,tables_button_normal_background_ypos,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""tables_button_normal_background_background"":[""classic""],""tables_button_normal_background_position"":[""initial""],""tables_button_normal_background_image[url]!"":""""}",background-position,Y Position
woocommerce-my-account,tables_button_normal_background_attachment,select,style,tables_section,,pro,pro,,"["""",""scroll"",""fixed""]","{""tables_button_normal_background_background"":[""classic""],""tables_button_normal_background_image[url]!"":""""}",background-attachment,Attachment
woocommerce-my-account,tables_button_normal_background_repeat,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""no-repeat"",""repeat"",""repeat-x"",""repeat-y""]","{""tables_button_normal_background_background"":[""classic""],""tables_button_normal_background_image[url]!"":""""}",background-repeat,Repeat
woocommerce-my-account,tables_button_normal_background_size,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""auto"",""cover"",""contain"",""initial""]","{""tables_button_normal_background_background"":[""classic""],""tables_button_normal_background_image[url]!"":""""}",background-size,Display Size
woocommerce-my-account,tables_button_normal_background_bg_width,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""%"",""size"":100,""sizes"":[]}",,"{""tables_button_normal_background_background"":[""classic""],""tables_button_normal_background_size"":[""initial""],""tables_button_normal_background_image[url]!"":""""}",background-size,Width
woocommerce-my-account,tables_button_normal_background_video_link,text,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""video""]}",,Video Link
woocommerce-my-account,tables_button_normal_background_video_start,number,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""video""]}",,Start Time
woocommerce-my-account,tables_button_normal_background_video_end,number,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""video""]}",,End Time
woocommerce-my-account,tables_button_normal_background_play_once,switcher,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""video""]}",,Play Once
woocommerce-my-account,tables_button_normal_background_play_on_mobile,switcher,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""video""]}",,Play On Mobile
woocommerce-my-account,tables_button_normal_background_privacy_mode,switcher,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""video""]}",,Privacy Mode
woocommerce-my-account,tables_button_normal_background_video_fallback,media,style,tables_section,,pro,pro,"{""url"":"""",""id"":"""",""size"":""""}",,"{""tables_button_normal_background_background"":[""video""]}",background|background-size,Background Fallback
woocommerce-my-account,tables_button_normal_background_slideshow_gallery,gallery,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""slideshow""]}",,Images
woocommerce-my-account,tables_button_normal_background_slideshow_loop,switcher,style,tables_section,,pro,pro,yes,,"{""tables_button_normal_background_background"":[""slideshow""]}",,Infinite Loop
woocommerce-my-account,tables_button_normal_background_slideshow_slide_duration,number,style,tables_section,,pro,pro,5000,,"{""tables_button_normal_background_background"":[""slideshow""]}",,Duration (ms)
woocommerce-my-account,tables_button_normal_background_slideshow_slide_transition,select,style,tables_section,,pro,pro,fade,"[""fade"",""slide_right"",""slide_left"",""slide_up"",""slide_down""]","{""tables_button_normal_background_background"":[""slideshow""]}",,Transition
woocommerce-my-account,tables_button_normal_background_slideshow_transition_duration,number,style,tables_section,,pro,pro,500,,"{""tables_button_normal_background_background"":[""slideshow""]}",,Transition Duration (ms)
woocommerce-my-account,tables_button_normal_background_slideshow_background_size,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""auto"",""cover"",""contain""]","{""tables_button_normal_background_background"":[""slideshow""]}",background-size,Background Size
woocommerce-my-account,tables_button_normal_background_slideshow_background_position,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""center center"",""center left"",""center right"",""top center"",""top left"",""top right"",""bottom center"",""bottom left"",""bottom right""]","{""tables_button_normal_background_background"":[""slideshow""]}",background-position,Background Position
woocommerce-my-account,tables_button_normal_background_slideshow_lazyload,switcher,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""slideshow""]}",,Lazyload
woocommerce-my-account,tables_button_normal_background_slideshow_ken_burns,switcher,style,tables_section,,pro,pro,,,"{""tables_button_normal_background_background"":[""slideshow""]}",,Ken Burns Effect
woocommerce-my-account,tables_button_normal_background_slideshow_ken_burns_zoom_direction,select,style,tables_section,,pro,pro,in,"[""in"",""out""]","{""tables_button_normal_background_background"":[""slideshow""],""tables_button_normal_background_slideshow_ken_burns!"":""""}",,Direction
woocommerce-my-account,tables_button_normal_box_shadow_box_shadow_type,popover_toggle,style,tables_section,,pro,pro,,,,,Box Shadow
woocommerce-my-account,tables_button_normal_box_shadow_box_shadow,box_shadow,style,tables_section,,pro,pro,"{""horizontal"":0,""vertical"":0,""blur"":10,""spread"":0,""color"":""rgba(0,0,0,0.5)""}",,"{""tables_button_normal_box_shadow_box_shadow_type!"":""""}",box-shadow,Box Shadow
woocommerce-my-account,tables_button_normal_box_shadow_box_shadow_position,select,style,tables_section,,pro,pro, ,"["" "",""inset""]","{""tables_button_normal_box_shadow_box_shadow_type!"":""""}",,Position
woocommerce-my-account,tables_button_hover_text_color,color,style,tables_section,,pro,pro,,,,color,Text Color
woocommerce-my-account,tables_button_hover_background_background,choose,style,tables_section,,pro,pro,,"[""classic"",""gradient""]",,,Background Type
woocommerce-my-account,tables_button_hover_background_color,color,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""classic"",""gradient"",""video""]}",background-color,Color
woocommerce-my-account,tables_button_hover_background_color_stop,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""%"",""size"":0,""sizes"":[]}",,"{""tables_button_hover_background_background"":[""gradient""]}",,Location
woocommerce-my-account,tables_button_hover_background_color_b,color,style,tables_section,,pro,pro,#f2295b,,"{""tables_button_hover_background_background"":[""gradient""]}",,Second Color
woocommerce-my-account,tables_button_hover_background_color_b_stop,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""%"",""size"":100,""sizes"":[]}",,"{""tables_button_hover_background_background"":[""gradient""]}",,Location
woocommerce-my-account,tables_button_hover_background_gradient_type,select,style,tables_section,,pro,pro,linear,"[""linear"",""radial""]","{""tables_button_hover_background_background"":[""gradient""]}",,Type
woocommerce-my-account,tables_button_hover_background_gradient_angle,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""deg"",""size"":180,""sizes"":[]}",,"{""tables_button_hover_background_background"":[""gradient""],""tables_button_hover_background_gradient_type"":""linear""}",background-color|background-image,Angle
woocommerce-my-account,tables_button_hover_background_gradient_position,select,style,tables_section,mobile|tablet,pro,pro,center center,"[""center center"",""center left"",""center right"",""top center"",""top left"",""top right"",""bottom center"",""bottom left"",""bottom right""]","{""tables_button_hover_background_background"":[""gradient""],""tables_button_hover_background_gradient_type"":""radial""}",background-color|background-image,Position
woocommerce-my-account,tables_button_hover_background_image,media,style,tables_section,mobile|tablet,pro,pro,"{""url"":"""",""id"":"""",""size"":""""}",,"{""tables_button_hover_background_background"":[""classic""]}",background-image,Image
woocommerce-my-account,tables_button_hover_background_position,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""center center"",""center left"",""center right"",""top center"",""top left"",""top right"",""bottom center"",""bottom left"",""bottom right"",""initial""]","{""tables_button_hover_background_background"":[""classic""],""tables_button_hover_background_image[url]!"":""""}",background-position,Position
woocommerce-my-account,tables_button_hover_background_xpos,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""tables_button_hover_background_background"":[""classic""],""tables_button_hover_background_position"":[""initial""],""tables_button_hover_background_image[url]!"":""""}",background-position,X Position
woocommerce-my-account,tables_button_hover_background_ypos,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""tables_button_hover_background_background"":[""classic""],""tables_button_hover_background_position"":[""initial""],""tables_button_hover_background_image[url]!"":""""}",background-position,Y Position
woocommerce-my-account,tables_button_hover_background_attachment,select,style,tables_section,,pro,pro,,"["""",""scroll"",""fixed""]","{""tables_button_hover_background_background"":[""classic""],""tables_button_hover_background_image[url]!"":""""}",background-attachment,Attachment
woocommerce-my-account,tables_button_hover_background_repeat,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""no-repeat"",""repeat"",""repeat-x"",""repeat-y""]","{""tables_button_hover_background_background"":[""classic""],""tables_button_hover_background_image[url]!"":""""}",background-repeat,Repeat
woocommerce-my-account,tables_button_hover_background_size,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""auto"",""cover"",""contain"",""initial""]","{""tables_button_hover_background_background"":[""classic""],""tables_button_hover_background_image[url]!"":""""}",background-size,Display Size
woocommerce-my-account,tables_button_hover_background_bg_width,slider,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""%"",""size"":100,""sizes"":[]}",,"{""tables_button_hover_background_background"":[""classic""],""tables_button_hover_background_size"":[""initial""],""tables_button_hover_background_image[url]!"":""""}",background-size,Width
woocommerce-my-account,tables_button_hover_background_video_link,text,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""video""]}",,Video Link
woocommerce-my-account,tables_button_hover_background_video_start,number,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""video""]}",,Start Time
woocommerce-my-account,tables_button_hover_background_video_end,number,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""video""]}",,End Time
woocommerce-my-account,tables_button_hover_background_play_once,switcher,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""video""]}",,Play Once
woocommerce-my-account,tables_button_hover_background_play_on_mobile,switcher,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""video""]}",,Play On Mobile
woocommerce-my-account,tables_button_hover_background_privacy_mode,switcher,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""video""]}",,Privacy Mode
woocommerce-my-account,tables_button_hover_background_video_fallback,media,style,tables_section,,pro,pro,"{""url"":"""",""id"":"""",""size"":""""}",,"{""tables_button_hover_background_background"":[""video""]}",background|background-size,Background Fallback
woocommerce-my-account,tables_button_hover_background_slideshow_gallery,gallery,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""slideshow""]}",,Images
woocommerce-my-account,tables_button_hover_background_slideshow_loop,switcher,style,tables_section,,pro,pro,yes,,"{""tables_button_hover_background_background"":[""slideshow""]}",,Infinite Loop
woocommerce-my-account,tables_button_hover_background_slideshow_slide_duration,number,style,tables_section,,pro,pro,5000,,"{""tables_button_hover_background_background"":[""slideshow""]}",,Duration (ms)
woocommerce-my-account,tables_button_hover_background_slideshow_slide_transition,select,style,tables_section,,pro,pro,fade,"[""fade"",""slide_right"",""slide_left"",""slide_up"",""slide_down""]","{""tables_button_hover_background_background"":[""slideshow""]}",,Transition
woocommerce-my-account,tables_button_hover_background_slideshow_transition_duration,number,style,tables_section,,pro,pro,500,,"{""tables_button_hover_background_background"":[""slideshow""]}",,Transition Duration (ms)
woocommerce-my-account,tables_button_hover_background_slideshow_background_size,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""auto"",""cover"",""contain""]","{""tables_button_hover_background_background"":[""slideshow""]}",background-size,Background Size
woocommerce-my-account,tables_button_hover_background_slideshow_background_position,select,style,tables_section,mobile|tablet,pro,pro,,"["""",""center center"",""center left"",""center right"",""top center"",""top left"",""top right"",""bottom center"",""bottom left"",""bottom right""]","{""tables_button_hover_background_background"":[""slideshow""]}",background-position,Background Position
woocommerce-my-account,tables_button_hover_background_slideshow_lazyload,switcher,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""slideshow""]}",,Lazyload
woocommerce-my-account,tables_button_hover_background_slideshow_ken_burns,switcher,style,tables_section,,pro,pro,,,"{""tables_button_hover_background_background"":[""slideshow""]}",,Ken Burns Effect
woocommerce-my-account,tables_button_hover_background_slideshow_ken_burns_zoom_direction,select,style,tables_section,,pro,pro,in,"[""in"",""out""]","{""tables_button_hover_background_background"":[""slideshow""],""tables_button_hover_background_slideshow_ken_burns!"":""""}",,Direction
woocommerce-my-account,tables_button_hover_box_shadow_box_shadow_type,popover_toggle,style,tables_section,,pro,pro,,,,,Box Shadow
woocommerce-my-account,tables_button_hover_box_shadow_box_shadow,box_shadow,style,tables_section,,pro,pro,"{""horizontal"":0,""vertical"":0,""blur"":10,""spread"":0,""color"":""rgba(0,0,0,0.5)""}",,"{""tables_button_hover_box_shadow_box_shadow_type!"":""""}",box-shadow,Box Shadow
woocommerce-my-account,tables_button_hover_box_shadow_box_shadow_position,select,style,tables_section,,pro,pro, ,"["" "",""inset""]","{""tables_button_hover_box_shadow_box_shadow_type!"":""""}",,Position
woocommerce-my-account,tables_button_hover_border_color,color,style,tables_section,,pro,pro,,,"{""tables_button_border_type!"":""none""}",border-color,Border Color
woocommerce-my-account,tables_button_hover_transition_duration,slider,style,tables_section,,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,,--tables-button-hover-transition-duration,Transition Duration (ms)
woocommerce-my-account,tables_button_hover_animation,hover_animation,style,tables_section,,pro,pro,,,,,Hover Animation
woocommerce-my-account,tables_button_border_type,select,style,tables_section,,pro,pro,,"[""none"",""solid"",""double"",""dotted"",""dashed"",""groove""]",,--tables-buttons-border-type,Border Type
woocommerce-my-account,tables_button_border_width,dimensions,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""tables_button_border_type!"":""none""}",border-width,Width
woocommerce-my-account,tables_button_border_color,color,style,tables_section,,pro,pro,,,"{""tables_button_border_type!"":""none""}",--tables-buttons-border-color,Color
woocommerce-my-account,tables_button_border_radius,dimensions,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,,--tables-button-border-radius,Border Radius
woocommerce-my-account,tables_button_padding,dimensions,style,tables_section,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,,--tables-button-padding,Padding
woocommerce-product-add-to-cart,layout,select,style,section_layout,,pro,pro,,"["""",""stacked"",""auto""]",,,Layout
woocommerce-product-add-to-cart,alignment,choose,style,section_atc_button_style,mobile|tablet,pro,pro,,"[""left"",""center"",""right"",""justify""]",,,Alignment
woocommerce-product-add-to-cart,button_typography_typography,popover_toggle,style,section_atc_button_style,,pro,pro,,,,,Typography
woocommerce-product-add-to-cart,button_typography_font_family,font,style,section_atc_button_style,,pro,pro,,,"{""button_typography_typography!"":""""}",font-family,Family
woocommerce-product-add-to-cart,button_typography_font_size,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""button_typography_typography!"":""""}",font-size,Size
woocommerce-product-add-to-cart,button_typography_font_weight,select,style,section_atc_button_style,,pro,pro,,"[100,200,300,400,500,600,700,800,900,"""",""normal"",""bold""]","{""button_typography_typography!"":""""}",font-weight,Weight
woocommerce-product-add-to-cart,button_typography_text_transform,select,style,section_atc_button_style,,pro,pro,,"["""",""uppercase"",""lowercase"",""capitalize"",""none""]","{""button_typography_typography!"":""""}",text-transform,Transform
woocommerce-product-add-to-cart,button_typography_font_style,select,style,section_atc_button_style,,pro,pro,,"["""",""normal"",""italic"",""oblique""]","{""button_typography_typography!"":""""}",font-style,Style
woocommerce-product-add-to-cart,button_typography_text_decoration,select,style,section_atc_button_style,,pro,pro,,"["""",""underline"",""overline"",""line-through"",""none""]","{""button_typography_typography!"":""""}",text-decoration,Decoration
woocommerce-product-add-to-cart,button_typography_line_height,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""button_typography_typography!"":""""}",line-height,Line Height
woocommerce-product-add-to-cart,button_typography_letter_spacing,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""button_typography_typography!"":""""}",letter-spacing,Letter Spacing
woocommerce-product-add-to-cart,button_typography_word_spacing,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""button_typography_typography!"":""""}",word-spacing,Word Spacing
woocommerce-product-add-to-cart,button_border_border,select,style,section_atc_button_style,,pro,pro,,"["""",""none"",""solid"",""double"",""dotted"",""dashed"",""groove""]",,border-style,Border Type
woocommerce-product-add-to-cart,button_border_width,dimensions,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""button_border_border!"":["""",""none""]}",border-width,Border Width
woocommerce-product-add-to-cart,button_border_radius,dimensions,style,section_atc_button_style,,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,,border-radius,Border Radius
woocommerce-product-add-to-cart,button_padding,dimensions,style,section_atc_button_style,,pro,pro,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,,padding,Padding
woocommerce-product-add-to-cart,button_text_color,color,style,section_atc_button_style,,pro,pro,,,,color,Text Color
woocommerce-product-add-to-cart,button_bg_color,color,style,section_atc_button_style,,pro,pro,,,,background-color,Background Color
woocommerce-product-add-to-cart,button_border_color,color,style,section_atc_button_style,,pro,pro,,,,border-color,Border Color
woocommerce-product-add-to-cart,button_text_color_hover,color,style,section_atc_button_style,,pro,pro,,,,color,Text Color
woocommerce-product-add-to-cart,button_bg_color_hover,color,style,section_atc_button_style,,pro,pro,,,,background-color,Background Color
woocommerce-product-add-to-cart,button_border_color_hover,color,style,section_atc_button_style,,pro,pro,,,,border-color,Border Color
woocommerce-product-add-to-cart,button_transition,slider,style,section_atc_button_style,,pro,pro,"{""unit"":""px"",""size"":0.2,""sizes"":[]}",,,transition,Transition Duration (s)
woocommerce-product-add-to-cart,view_cart_color,color,style,section_atc_button_style,,pro,pro,,,,color,Color
woocommerce-product-add-to-cart,view_cart_typography_typography,popover_toggle,style,section_atc_button_style,,pro,pro,,,,,Typography
woocommerce-product-add-to-cart,view_cart_typography_font_family,font,style,section_atc_button_style,,pro,pro,,,"{""view_cart_typography_typography!"":""""}",font-family,Family
woocommerce-product-add-to-cart,view_cart_typography_font_size,slider,style,section_atc_button_style,mobile|tablet,pro,pro,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""view_cart_typography_typography!"":""""}",font-size,Size
