batch,element,control,property,declared,computed,selector,status
batch-000.json,0dcf3a6,background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-0dcf3a6:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,0dcf3a6,background_attachment,background-attachment,scroll,scroll,.elementor-element-0dcf3a6:not(.elementor-motion-effects-element-type-background),verified
batch-000.json,0dcf3a6,background_size,background-size,950px,950px,.elementor-element-0dcf3a6:not(.elementor-motion-effects-element-type-background),verified
batch-000.json,0dcf3a6,background_bg_width,background-size,950px,950px,.elementor-element-0dcf3a6:not(.elementor-motion-effects-element-type-background),verified
batch-000.json,0dcf3a6,background_color,background-color,"rgb(133, 207, 170)","rgb(133, 207, 170)",.elementor-element-0dcf3a6:not(.elementor-motion-effects-element-type-background),verified
batch-000.json,0dcf3a6,background_hover_image,background-image,,,{{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,background_hover_attachment,background-attachment,,,(desktop+){{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,background_hover_size,background-size,,,{{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,background_hover_bg_width,background-size,,,{{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,background_hover_position,background-position,,,{{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,background_hover_repeat,background-repeat,,,{{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,background_overlay_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-0dcf3a6 > .elementor-background-overlay,not-comparable
batch-000.json,0dcf3a6,background_overlay_attachment,background-attachment,scroll,scroll,.elementor-element-0dcf3a6 > .elementor-background-overlay,verified
batch-000.json,0dcf3a6,background_overlay_size,background-size,567px,567px,.elementor-element-0dcf3a6 > .elementor-background-overlay,verified
batch-000.json,0dcf3a6,background_overlay_bg_width,background-size,567px,567px,.elementor-element-0dcf3a6 > .elementor-background-overlay,verified
batch-000.json,0dcf3a6,background_overlay_color,background-color,"rgb(229, 100, 181)","rgb(229, 100, 181)",.elementor-element-0dcf3a6 > .elementor-background-overlay,verified
batch-000.json,0dcf3a6,background_overlay_hover_image,background-image,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,background_overlay_hover_attachment,background-attachment,,,(desktop+){{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,background_overlay_hover_size,background-size,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,background_overlay_hover_bg_width,background-size,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,background_overlay_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,background_overlay_hover_opacity,opacity,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,background_overlay_hover_position,background-position,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,background_overlay_hover_repeat,background-repeat,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,background_overlay_opacity,opacity,486,1,.elementor-element-0dcf3a6 > .elementor-background-overlay,not-comparable
batch-000.json,0dcf3a6,background_overlay_position,background-position,center center,50% 50%,.elementor-element-0dcf3a6 > .elementor-background-overlay,not-comparable
batch-000.json,0dcf3a6,background_overlay_repeat,background-repeat,no-repeat,no-repeat,.elementor-element-0dcf3a6 > .elementor-background-overlay,verified
batch-000.json,0dcf3a6,background_position,background-position,center center,50% 50%,.elementor-element-0dcf3a6:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,0dcf3a6,background_repeat,background-repeat,no-repeat,no-repeat,.elementor-element-0dcf3a6:not(.elementor-motion-effects-element-type-background),verified
batch-000.json,0dcf3a6,border_border,border-style,none,none,.elementor-element-0dcf3a6,verified
batch-000.json,0dcf3a6,border_hover_border,border-style,,,{{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,border_hover_transition,transition,"background 609s, border 79s, border-radius 79s, box-shadow 79s","background 609s, border 79s, border-radius 79s, box-shadow 79s",.elementor-element-0dcf3a6,not-comparable
batch-000.json,0dcf3a6,border_hover_transition,transition,"background 178s, border-radius 79s, opacity 178s","background 178s, border-radius 79s, opacity 178s",.elementor-element-0dcf3a6 > .elementor-background-overlay,not-comparable
batch-000.json,0dcf3a6,border_radius,border-radius,15px 16px 17px 18px,15px 16px 17px 18px,.elementor-element-0dcf3a6,not-comparable
batch-000.json,0dcf3a6,border_radius_hover,border-radius,,,"{{WRAPPER}}:hover, {{WRAPPER}}:hover > .elementor-background-overlay",hover-only
batch-000.json,0dcf3a6,box_shadow_box_shadow,box-shadow,"rgb(81, 61, 96) 3px 5px 7px 2px","rgb(81, 61, 96) 3px 5px 7px 2px",.elementor-element-0dcf3a6,not-comparable
batch-000.json,0dcf3a6,box_shadow_hover_box_shadow,box-shadow,,,{{WRAPPER}}:hover,hover-only
batch-000.json,0dcf3a6,color_link,color,,,{{WRAPPER}} a,no-target-node
batch-000.json,0dcf3a6,color_link_hover,color,,,{{WRAPPER}} a:hover,hover-only
batch-000.json,0dcf3a6,color_text,color,"rgb(186, 72, 187)","rgb(186, 72, 187)",.elementor-element-0dcf3a6,verified
batch-000.json,0dcf3a6,content_position,align-content,flex-start,flex-start,.elementor-element-0dcf3a6 > .elementor-container > .elementor-column > .elementor-widget-wrap,not-comparable
batch-000.json,0dcf3a6,content_position,align-items,flex-start,flex-start,.elementor-element-0dcf3a6 > .elementor-container > .elementor-column > .elementor-widget-wrap,verified
batch-000.json,0dcf3a6,content_width,max-width,674px,674px,.elementor-element-0dcf3a6 > .elementor-container,verified
batch-000.json,0dcf3a6,css_filters_blur,filter,brightness(657%) contrast(394%) saturate(91%) blur(819px) hue-rotate(282deg),brightness(6.57) contrast(3.94) saturate(0.91) blur(819px) hue-rotate(282deg),.elementor-element-0dcf3a6 .elementor-background-overlay,not-comparable
batch-000.json,0dcf3a6,css_filters_hover_blur,filter,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,0dcf3a6,custom_height,min-height,161px,161px,.elementor-element-0dcf3a6 > .elementor-container,not-comparable
batch-000.json,0dcf3a6,custom_height_inner,min-height,161px,161px,.elementor-element-0dcf3a6 > .elementor-container,not-comparable
batch-000.json,0dcf3a6,gap_columns_custom,padding,,,{{WRAPPER}} .elementor-column-gap-custom .elementor-column > .elementor-element-populated,no-target-node
batch-000.json,0dcf3a6,heading_color,color,,,{{WRAPPER}} .elementor-heading-title,no-target-node
batch-000.json,0dcf3a6,margin,margin-top,27px,27px,.elementor-element-0dcf3a6,verified
batch-000.json,0dcf3a6,margin,margin-bottom,29px,29px,.elementor-element-0dcf3a6,verified
batch-000.json,0dcf3a6,motion_fx_transform_origin_x,--e-transform-origin-x,left,left,.elementor-element-0dcf3a6,not-comparable
batch-000.json,0dcf3a6,motion_fx_transform_origin_y,--e-transform-origin-y,top,top,.elementor-element-0dcf3a6,not-comparable
batch-000.json,0dcf3a6,overflow,overflow,hidden,hidden,.elementor-element-0dcf3a6,verified
batch-000.json,0dcf3a6,overlay_blend_mode,mix-blend-mode,multiply,multiply,.elementor-element-0dcf3a6 > .elementor-background-overlay,not-comparable
batch-000.json,0dcf3a6,padding,padding,26px 27px 28px 29px,26px 27px 28px 29px,.elementor-element-0dcf3a6,not-comparable
batch-000.json,0dcf3a6,shape_divider_bottom_above_content,z-index,2,2,.elementor-element-0dcf3a6 > .elementor-shape-bottom,not-comparable
batch-000.json,0dcf3a6,shape_divider_bottom_above_content,pointer-events,none,none,.elementor-element-0dcf3a6 > .elementor-shape-bottom,not-comparable
batch-000.json,0dcf3a6,shape_divider_bottom_color,fill,"rgb(161, 131, 118)","rgb(161, 131, 118)",.elementor-element-0dcf3a6 > .elementor-shape-bottom .elementor-shape-fill,verified
batch-000.json,0dcf3a6,shape_divider_bottom_flip,transform,translateX(-50%) rotateY(180deg),"matrix3d(-1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, -2363.76, 0, 0, 1)",.elementor-element-0dcf3a6 > .elementor-shape-bottom svg,not-comparable
batch-000.json,0dcf3a6,shape_divider_bottom_height,height,496px,496px,.elementor-element-0dcf3a6 > .elementor-shape-bottom svg,not-comparable
batch-000.json,0dcf3a6,shape_divider_bottom_width,width,calc(383% + 1.3px),4727.52px,.elementor-element-0dcf3a6 > .elementor-shape-bottom svg,not-comparable
batch-000.json,0dcf3a6,shape_divider_top_above_content,z-index,2,2,.elementor-element-0dcf3a6 > .elementor-shape-top,not-comparable
batch-000.json,0dcf3a6,shape_divider_top_above_content,pointer-events,none,none,.elementor-element-0dcf3a6 > .elementor-shape-top,not-comparable
batch-000.json,0dcf3a6,shape_divider_top_color,fill,"rgb(58, 220, 153)","rgb(58, 220, 153)",.elementor-element-0dcf3a6 > .elementor-shape-top .elementor-shape-fill,verified
batch-000.json,0dcf3a6,shape_divider_top_flip,transform,translateX(-50%) rotateY(180deg),"matrix3d(-1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, -2752.47, 0, 0, 1)",.elementor-element-0dcf3a6 > .elementor-shape-top svg,not-comparable
batch-000.json,0dcf3a6,shape_divider_top_height,height,867px,867px,.elementor-element-0dcf3a6 > .elementor-shape-top svg,not-comparable
batch-000.json,0dcf3a6,shape_divider_top_width,width,calc(446% + 1.3px),5504.94px,.elementor-element-0dcf3a6 > .elementor-shape-top svg,not-comparable
batch-000.json,0dcf3a6,text_align,text-align,start,start,.elementor-element-0dcf3a6 > .elementor-container,verified
batch-000.json,0dcf3a6,z_index,z-index,8,8,.elementor-element-0dcf3a6,not-comparable
batch-000.json,ca43871,background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-ca43871:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,ca43871,background_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-ca43871:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,ca43871,background_gradient_angle,background-image,"linear-gradient(980deg, rgb(133, 207, 170) 55%, rgb(77, 97, 221) 839%)","linear-gradient(980deg, rgb(133, 207, 170) 55%, rgb(77, 97, 221) 839%)",.elementor-element-ca43871:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,ca43871,background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ca43871,background_hover_gradient_angle,background-color,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ca43871,background_hover_gradient_angle,background-image,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ca43871,background_overlay_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-ca43871 > .elementor-background-overlay,not-comparable
batch-000.json,ca43871,background_overlay_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-ca43871 > .elementor-background-overlay,not-comparable
batch-000.json,ca43871,background_overlay_gradient_angle,background-image,"linear-gradient(227deg, rgb(229, 100, 181) 219%, rgb(230, 104, 197) 109%)","linear-gradient(227deg, rgb(229, 100, 181) 219%, rgb(230, 104, 197) 109%)",.elementor-element-ca43871 > .elementor-background-overlay,not-comparable
batch-000.json,ca43871,background_overlay_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ca43871,background_overlay_hover_gradient_angle,background-color,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ca43871,background_overlay_hover_gradient_angle,background-image,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ca43871,border_border,border-style,solid,solid,.elementor-element-ca43871,verified
batch-000.json,ca43871,border_color,border-color,"rgb(88, 69, 226)","rgb(88, 69, 226)",.elementor-element-ca43871,verified
batch-000.json,ca43871,border_hover_border,border-style,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ca43871,border_hover_color,border-color,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ca43871,border_hover_width,border-width,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ca43871,border_width,border-width,89px 90px 91px 92px,89px 90px 91px 92px,.elementor-element-ca43871,not-comparable
batch-000.json,82a2a97,background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-82a2a97:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,82a2a97,background_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-82a2a97:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,82a2a97,background_gradient_position,background-image,"radial-gradient(rgb(133, 207, 170) 55%, rgb(77, 97, 221) 839%)","radial-gradient(rgb(133, 207, 170) 55%, rgb(77, 97, 221) 839%)",.elementor-element-82a2a97:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,82a2a97,background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-000.json,82a2a97,background_hover_gradient_position,background-color,,,{{WRAPPER}}:hover,hover-only
batch-000.json,82a2a97,background_hover_gradient_position,background-image,,,{{WRAPPER}}:hover,hover-only
batch-000.json,82a2a97,background_overlay_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-82a2a97 > .elementor-background-overlay,not-comparable
batch-000.json,82a2a97,background_overlay_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-82a2a97 > .elementor-background-overlay,not-comparable
batch-000.json,82a2a97,background_overlay_gradient_position,background-image,"radial-gradient(rgb(229, 100, 181) 219%, rgb(230, 104, 197) 109%)","radial-gradient(rgb(229, 100, 181) 219%, rgb(230, 104, 197) 109%)",.elementor-element-82a2a97 > .elementor-background-overlay,not-comparable
batch-000.json,82a2a97,background_overlay_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,82a2a97,background_overlay_hover_gradient_position,background-color,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,82a2a97,background_overlay_hover_gradient_position,background-image,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ac94695,background_hover_image,background-image,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ac94695,background_hover_size,background-size,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ac94695,background_hover_position,background-position,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ac94695,background_hover_ypos,background-position,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ac94695,background_hover_xpos,background-position,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ac94695,background_overlay_hover_image,background-image,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ac94695,background_overlay_hover_size,background-size,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ac94695,background_overlay_hover_position,background-position,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ac94695,background_overlay_hover_ypos,background-position,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ac94695,background_overlay_hover_xpos,background-position,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ac94695,background_overlay_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-ac94695 > .elementor-background-overlay,not-comparable
batch-000.json,ac94695,background_overlay_size,background-size,auto,auto,.elementor-element-ac94695 > .elementor-background-overlay,verified
batch-000.json,ac94695,background_overlay_position,background-position,907px 473px,907px 473px,.elementor-element-ac94695 > .elementor-background-overlay,not-comparable
batch-000.json,ac94695,background_overlay_ypos,background-position,907px 473px,907px 473px,.elementor-element-ac94695 > .elementor-background-overlay,not-comparable
batch-000.json,ac94695,background_overlay_xpos,background-position,907px 473px,907px 473px,.elementor-element-ac94695 > .elementor-background-overlay,not-comparable
batch-000.json,ac94695,background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-ac94695:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,ac94695,background_size,background-size,auto,auto,.elementor-element-ac94695:not(.elementor-motion-effects-element-type-background),verified
batch-000.json,ac94695,background_position,background-position,508px 716px,508px 716px,.elementor-element-ac94695:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,ac94695,background_ypos,background-position,508px 716px,508px 716px,.elementor-element-ac94695:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,ac94695,background_xpos,background-position,508px 716px,508px 716px,.elementor-element-ac94695:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,680e804,background_hover_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-000.json,680e804,background_hover_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-000.json,680e804,background_overlay_hover_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-000.json,680e804,background_overlay_hover_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-000.json,680e804,background_overlay_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-000.json,680e804,background_overlay_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-000.json,680e804,background_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-000.json,680e804,background_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-000.json,ca2d22b,background_hover_video_fallback,background,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ca2d22b,background_hover_video_fallback,background-size,,,{{WRAPPER}}:hover,hover-only
batch-000.json,ca2d22b,background_overlay_hover_video_fallback,background,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ca2d22b,background_overlay_hover_video_fallback,background-size,,,{{WRAPPER}}:hover > .elementor-background-overlay,hover-only
batch-000.json,ca2d22b,background_overlay_video_fallback,background,,,{{WRAPPER}} > .elementor-background-overlay,no-target-node
batch-000.json,ca2d22b,background_overlay_video_fallback,background-size,,,{{WRAPPER}} > .elementor-background-overlay,no-target-node
batch-000.json,ca2d22b,background_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",.elementor-element-ca2d22b:not(.elementor-motion-effects-element-type-background),not-comparable
batch-000.json,ca2d22b,background_video_fallback,background-size,,cover,.elementor-element-ca2d22b:not(.elementor-motion-effects-element-type-background),not-declared
batch-000.json,63f7b6b,_inline_size,width,7%,90.2969px,.elementor-element-63f7b6b,not-comparable
batch-000.json,63f7b6b,align,justify-content,flex-start,flex-start,.elementor-element-63f7b6b.elementor-column > .elementor-widget-wrap,verified
batch-000.json,63f7b6b,background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-63f7b6b:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,63f7b6b,background_attachment,background-attachment,scroll,scroll,.elementor-element-63f7b6b:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,verified
batch-000.json,63f7b6b,background_size,background-size,602px,602px,.elementor-element-63f7b6b:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,verified
batch-000.json,63f7b6b,background_bg_width,background-size,602px,602px,.elementor-element-63f7b6b:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,verified
batch-000.json,63f7b6b,background_color,background-color,"rgb(115, 87, 226)","rgb(115, 87, 226)",.elementor-element-63f7b6b:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,verified
batch-000.json,63f7b6b,background_hover_image,background-image,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,background_hover_attachment,background-attachment,,,(desktop+){{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,background_hover_size,background-size,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,background_hover_bg_width,background-size,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,background_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,background_hover_position,background-position,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,background_hover_repeat,background-repeat,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,background_overlay_image,background-image,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,background_overlay_attachment,background-attachment,,,(desktop+){{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,background_overlay_size,background-size,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,background_overlay_bg_width,background-size,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,background_overlay_color,background-color,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,background_overlay_hover_image,background-image,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,background_overlay_hover_attachment,background-attachment,,,(desktop+){{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,background_overlay_hover_size,background-size,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,background_overlay_hover_bg_width,background-size,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,background_overlay_hover_color,background-color,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,background_overlay_hover_opacity,opacity,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,background_overlay_hover_position,background-position,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,background_overlay_hover_repeat,background-repeat,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,background_overlay_opacity,opacity,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,background_overlay_position,background-position,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,background_overlay_repeat,background-repeat,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,background_position,background-position,center center,50% 50%,.elementor-element-63f7b6b:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,63f7b6b,background_repeat,background-repeat,no-repeat,no-repeat,.elementor-element-63f7b6b:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,verified
batch-000.json,63f7b6b,border_border,border-style,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,border_hover_border,border-style,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,border_hover_transition,transition,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,border_hover_transition,transition,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,border_radius,border-radius,,,"{{WRAPPER}} > .elementor-element-populated, {{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay, {{WRAPPER}} > .elementor-background-slideshow",no-target-node
batch-000.json,63f7b6b,border_radius_hover,border-radius,,,"{{WRAPPER}}:hover > .elementor-element-populated, {{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay",hover-only
batch-000.json,63f7b6b,box_shadow_box_shadow,box-shadow,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,box_shadow_hover_box_shadow,box-shadow,,,{{WRAPPER}}:hover > .elementor-element-populated,hover-only
batch-000.json,63f7b6b,color_link,color,,,{{WRAPPER}} .elementor-element-populated a,no-target-node
batch-000.json,63f7b6b,color_link_hover,color,,,{{WRAPPER}} .elementor-element-populated a:hover,hover-only
batch-000.json,63f7b6b,color_text,color,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,content_position,align-items,,,.elementor-bc-flex-widget {{WRAPPER}}.elementor-column .elementor-widget-wrap,no-target-node
batch-000.json,63f7b6b,content_position,align-content,,,"{{WRAPPER}}.elementor-column.elementor-element[data-element_type=""column""] > .elementor-widget-wrap.elementor-element-populated",no-target-node
batch-000.json,63f7b6b,content_position,align-items,,,"{{WRAPPER}}.elementor-column.elementor-element[data-element_type=""column""] > .elementor-widget-wrap.elementor-element-populated",no-target-node
batch-000.json,63f7b6b,css_filters_blur,filter,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,css_filters_hover_blur,filter,,,{{WRAPPER}}:hover > .elementor-element-populated > .elementor-background-overlay,hover-only
batch-000.json,63f7b6b,heading_color,color,,,{{WRAPPER}} .elementor-element-populated .elementor-heading-title,no-target-node
batch-000.json,63f7b6b,margin,margin,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,margin,--e-column-margin-right,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,margin,--e-column-margin-left,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,motion_fx_transform_origin_x,--e-transform-origin-x,left,left,.elementor-element-63f7b6b > .elementor-widget-wrap,not-comparable
batch-000.json,63f7b6b,motion_fx_transform_origin_y,--e-transform-origin-y,top,top,.elementor-element-63f7b6b > .elementor-widget-wrap,not-comparable
batch-000.json,63f7b6b,overlay_blend_mode,mix-blend-mode,,,{{WRAPPER}} > .elementor-element-populated > .elementor-background-overlay,no-target-node
batch-000.json,63f7b6b,padding,padding,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,space_between_widgets,--kit-widget-spacing,,,{{WRAPPER}} > .elementor-widget-wrap > .elementor-widget:not(.elementor-widget__width-auto):not(.elementor-widget__width-initial):not(:last-child):not(.elementor-absolute),no-target-node
batch-000.json,63f7b6b,text_align,text-align,,,{{WRAPPER}} > .elementor-element-populated,no-target-node
batch-000.json,63f7b6b,z_index,z-index,5,5,.elementor-element-63f7b6b,not-comparable
batch-000.json,dede853,background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-dede853:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,dede853,background_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-dede853:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
batch-000.json,dede853,background_gradient_angle,background-image,"linear-gradient(511deg, rgb(115, 87, 226) 278%, rgb(228, 150, 169) 362%)","linear-gradient(511deg, rgb(115, 87, 226) 278%, rgb(228, 150, 169) 362%)",.elementor-element-dede853:not(.elementor-motion-effects-element-type-background) > .elementor-widget-wrap,not-comparable
