batch,element,control,property,declared,computed,selector,status
batch-013.json,6309667,_flex_order,--order,-99999,-99999,.elementor-element-6309667.elementor-element,not-comparable
batch-013.json,6309667,_flex_shrink,--flex-shrink,2,2,.elementor-element-6309667.elementor-element,not-comparable
batch-013.json,6309667,_grid_column,grid-column,,span 1,.elementor-element-6309667,not-declared
batch-013.json,6309667,_grid_row,grid-row,,span 1,.elementor-element-6309667,not-declared
batch-013.json,6309667,_margin,margin,"43px 44px calc(var(--kit-widget-spacing, 0px) + 45px) 46px",43px 44px 45px 46px,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_mask_shape,-webkit-mask-image,,"url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-6309667:not( .elementor-widget-image ),not-declared
batch-013.json,6309667,_mask_image,-webkit-mask-image,,"url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-6309667:not( .elementor-widget-image ),not-declared
batch-013.json,6309667,_mask_position,-webkit-mask-position,,50% 50%,.elementor-element-6309667:not( .elementor-widget-image ),not-declared
batch-013.json,6309667,_mask_size,-webkit-mask-size,,contain,.elementor-element-6309667:not( .elementor-widget-image ),not-declared
batch-013.json,6309667,_mask_repeat,-webkit-mask-repeat,,no-repeat,.elementor-element-6309667:not( .elementor-widget-image ),not-declared
batch-013.json,6309667,_offset_x,left,970px,970px,body:not(.rtl) .elementor-element-6309667,verified
batch-013.json,6309667,_offset_y,top,340px,340px,.elementor-element-6309667,verified
batch-013.json,6309667,_padding,padding,12px 13px 14px 15px,12px 13px 14px 15px,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_flipX_effect,--e-transform-flipX,-1,-1,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_flipX_effect_hover,--e-transform-flipX,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_flipY_effect,--e-transform-flipY,-1,-1,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_flipY_effect_hover,--e-transform-flipY,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_rotate_3d,--e-transform-rotateX,699deg,699deg,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_rotate_3d,--e-transform-perspective,61px,61px,.elementor-element-6309667,verified
batch-013.json,6309667,_transform_perspective_effect,--e-transform-perspective,61px,61px,.elementor-element-6309667,verified
batch-013.json,6309667,_transform_rotate_3d_hover,--e-transform-rotateX,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_rotate_3d_hover,--e-transform-perspective,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_perspective_effect_hover,--e-transform-perspective,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_rotateX_effect,--e-transform-rotateX,699deg,699deg,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_rotateX_effect_hover,--e-transform-rotateX,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_rotateY_effect,--e-transform-rotateY,44deg,44deg,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_rotateY_effect_hover,--e-transform-rotateY,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_rotateZ_effect,--e-transform-rotateZ,825deg,825deg,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_rotateZ_effect_hover,--e-transform-rotateZ,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_scaleX_effect,--e-transform-scaleX,221,221,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_scaleX_effect_hover,--e-transform-scaleX,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_scaleY_effect,--e-transform-scaleY,830,830,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_scaleY_effect_hover,--e-transform-scaleY,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_skewX_effect,--e-transform-skewX,52deg,52deg,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_skewX_effect_hover,--e-transform-skewX,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_skewY_effect,--e-transform-skewY,340deg,340deg,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_skewY_effect_hover,--e-transform-skewY,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_transition_hover,--e-transform-transition-duration,35ms,100ms,.elementor-element-6309667,not-comparable
batch-013.json,6309667,_transform_translateX_effect,--e-transform-translateX,596px,596px,.elementor-element-6309667,verified
batch-013.json,6309667,_transform_translateX_effect_hover,--e-transform-translateX,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_transform_translateY_effect,--e-transform-translateY,893px,893px,.elementor-element-6309667,verified
batch-013.json,6309667,_transform_translateY_effect_hover,--e-transform-translateY,,,{{WRAPPER}}:hover,hover-only
batch-013.json,6309667,_z_index,z-index,4,4,.elementor-element-6309667,not-comparable
batch-013.json,6309667,divider,content,,,{{WRAPPER}} .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,6309667,divider_color,border-color,,,{{WRAPPER}} .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,6309667,divider_height,height,,,{{WRAPPER}} .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,6309667,divider_style,border-inline-start-style,,,{{WRAPPER}} .elementor-icon-list-items.elementor-inline-items .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,6309667,divider_style,border-block-start-style,,,{{WRAPPER}} .elementor-icon-list-items:not(.elementor-inline-items) .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,6309667,divider_weight,border-block-start-width,,,{{WRAPPER}} .elementor-icon-list-items:not(.elementor-inline-items) .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,6309667,divider_weight,border-inline-start-width,,,{{WRAPPER}} .elementor-inline-items .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,6309667,icon_color,fill,"rgb(149, 195, 70)","rgb(149, 195, 70)",.elementor-element-6309667 .elementor-icon-list-icon svg,verified
batch-013.json,6309667,icon_color_hover,color,,,{{WRAPPER}} .elementor-icon-list-item:hover .elementor-icon-list-icon i,hover-only
batch-013.json,6309667,icon_color_hover,fill,,,{{WRAPPER}} .elementor-icon-list-item:hover .elementor-icon-list-icon svg,hover-only
batch-013.json,6309667,icon_color_hover_transition,transition,fill 779s,fill 779s,.elementor-element-6309667 .elementor-icon-list-icon svg,not-comparable
batch-013.json,6309667,icon_self_vertical_align,--icon-vertical-align,flex-start,flex-start,.elementor-element-6309667,not-comparable
batch-013.json,6309667,icon_size,--e-icon-list-icon-size,853px,853px,.elementor-element-6309667,verified
batch-013.json,6309667,icon_typography_font_family,font-family,"Roboto, sans-serif","Roboto, sans-serif",.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,not-comparable
batch-013.json,6309667,icon_typography_font_size,font-size,231px,231px,.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,verified
batch-013.json,6309667,icon_typography_font_style,font-style,normal,normal,.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,verified
batch-013.json,6309667,icon_typography_font_weight,font-weight,100,100,.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,verified
batch-013.json,6309667,icon_typography_letter_spacing,letter-spacing,18px,18px,.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,verified
batch-013.json,6309667,icon_typography_line_height,line-height,329px,329px,.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,verified
batch-013.json,6309667,icon_typography_text_decoration,text-decoration,underline,underline,.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,verified
batch-013.json,6309667,icon_typography_text_transform,text-transform,uppercase,uppercase,.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,verified
batch-013.json,6309667,icon_typography_word_spacing,word-spacing,70px,70px,.elementor-element-6309667 .elementor-icon-list-item > .elementor-icon-list-text,verified
batch-013.json,6309667,icon_vertical_offset,--icon-vertical-offset,239px,239px,.elementor-element-6309667,verified
batch-013.json,6309667,motion_fx_transform_origin_x,--e-transform-origin-x,left,left,.elementor-element-6309667,not-comparable
batch-013.json,6309667,motion_fx_transform_origin_y,--e-transform-origin-y,top,top,.elementor-element-6309667,not-comparable
batch-013.json,6309667,motion_fx_transform_x_anchor_point,--e-transform-origin-x,left,left,.elementor-element-6309667,not-comparable
batch-013.json,6309667,motion_fx_transform_y_anchor_point,--e-transform-origin-y,top,top,.elementor-element-6309667,not-comparable
batch-013.json,6309667,space_between,margin-inline,calc(-80px),-80px,.elementor-element-6309667 .elementor-icon-list-items.elementor-inline-items,not-comparable
batch-013.json,6309667,space_between,margin-inline,calc(80px),80px,.elementor-element-6309667 .elementor-icon-list-items.elementor-inline-items .elementor-icon-list-item,not-comparable
batch-013.json,6309667,text_color,color,"rgb(197, 88, 202)","rgb(197, 88, 202)",.elementor-element-6309667 .elementor-icon-list-text,verified
batch-013.json,6309667,text_color_hover,color,,,{{WRAPPER}} .elementor-icon-list-item:hover .elementor-icon-list-text,hover-only
batch-013.json,6309667,text_color_hover_transition,transition,color 762s,color 762s,.elementor-element-6309667 .elementor-icon-list-text,not-comparable
batch-013.json,6309667,text_indent,padding-inline-end,25px,25px,.elementor-element-6309667 .elementor-icon-list-icon,verified
batch-013.json,6309667,text_shadow_text_shadow,text-shadow,"rgb(117, 198, 85) 3px 5px 7px","rgb(117, 198, 85) 3px 5px 7px",.elementor-element-6309667 .elementor-icon-list-text,not-comparable
batch-013.json,b049d4c,_background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-b049d4c,not-comparable
batch-013.json,b049d4c,_background_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-b049d4c,not-comparable
batch-013.json,b049d4c,_background_gradient_angle,background-image,"linear-gradient(631deg, rgb(150, 159, 104) 459%, rgb(62, 85, 229) 845%)","linear-gradient(631deg, rgb(150, 159, 104) 459%, rgb(62, 85, 229) 845%)",.elementor-element-b049d4c,not-comparable
batch-013.json,b049d4c,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-013.json,b049d4c,_background_hover_gradient_angle,background-color,,,{{WRAPPER}}:hover,hover-only
batch-013.json,b049d4c,_background_hover_gradient_angle,background-image,,,{{WRAPPER}}:hover,hover-only
batch-013.json,b049d4c,_border_border,border-style,solid,solid,.elementor-element-b049d4c,verified
batch-013.json,b049d4c,_border_color,border-color,"rgb(200, 132, 224)","rgb(200, 132, 224)",.elementor-element-b049d4c,verified
batch-013.json,b049d4c,_border_hover_border,border-style,,,{{WRAPPER}}:hover,hover-only
batch-013.json,b049d4c,_border_hover_color,border-color,,,{{WRAPPER}}:hover,hover-only
batch-013.json,b049d4c,_border_hover_width,border-width,,,{{WRAPPER}}:hover,hover-only
batch-013.json,b049d4c,_border_width,border-width,59px 60px 61px 62px,59px 60px 61px 62px,.elementor-element-b049d4c,not-comparable
batch-013.json,b049d4c,_element_width,width,100%,1290px,.elementor-element-b049d4c,not-comparable
batch-013.json,b049d4c,_element_width,max-width,100%,100%,.elementor-element-b049d4c,not-comparable
batch-013.json,b049d4c,_element_vertical_align,align-self,flex-start,flex-start,.elementor-element-b049d4c,verified
batch-013.json,b049d4c,_flex_order,--order,7,7,.elementor-element-b049d4c.elementor-element,not-comparable
batch-013.json,b049d4c,_flex_order_custom,--order,7,7,.elementor-element-b049d4c.elementor-element,not-comparable
batch-013.json,b049d4c,_grid_column,grid-column,,eh-sweep,.elementor-element-b049d4c,not-declared
batch-013.json,b049d4c,_grid_column_custom,grid-column,,eh-sweep,.elementor-element-b049d4c,not-declared
batch-013.json,b049d4c,_grid_row,grid-row,,eh-sweep,.elementor-element-b049d4c,not-declared
batch-013.json,b049d4c,_grid_row_custom,grid-row,,eh-sweep,.elementor-element-b049d4c,not-declared
batch-013.json,b049d4c,_mask_position,-webkit-mask-position,,454px 156px,.elementor-element-b049d4c:not( .elementor-widget-image ),not-declared
batch-013.json,b049d4c,_mask_position_x,-webkit-mask-position-x,,454px,.elementor-element-b049d4c:not( .elementor-widget-image ),not-declared
batch-013.json,b049d4c,_mask_position_y,-webkit-mask-position-y,,156px,.elementor-element-b049d4c:not( .elementor-widget-image ),not-declared
batch-013.json,b049d4c,_mask_shape,-webkit-mask-image,,"url(""http://moksaweb.com/wp-content/plugins/elementor/assets/mask-shapes/circle.svg"")",.elementor-element-b049d4c:not( .elementor-widget-image ),not-declared
batch-013.json,b049d4c,_mask_size,-webkit-mask-size,,615px,.elementor-element-b049d4c:not( .elementor-widget-image ),not-declared
batch-013.json,b049d4c,_mask_size_scale,-webkit-mask-size,,615px,.elementor-element-b049d4c:not( .elementor-widget-image ),not-declared
batch-013.json,b049d4c,_transform_scale_effect,--e-transform-scale,519,519,.elementor-element-b049d4c,not-comparable
batch-013.json,b049d4c,_transform_scale_effect_hover,--e-transform-scale,,,{{WRAPPER}}:hover,hover-only
batch-013.json,b049d4c,divider,content,,,{{WRAPPER}} .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,b049d4c,divider_width,width,,,{{WRAPPER}} .elementor-icon-list-item:not(:last-child):after,no-target-node
batch-013.json,dabe0d8,_background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-dabe0d8,not-comparable
batch-013.json,dabe0d8,_background_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-dabe0d8,not-comparable
batch-013.json,dabe0d8,_background_gradient_position,background-image,"radial-gradient(rgb(150, 159, 104) 459%, rgb(62, 85, 229) 845%)","radial-gradient(rgb(150, 159, 104) 459%, rgb(62, 85, 229) 845%)",.elementor-element-dabe0d8,not-comparable
batch-013.json,dabe0d8,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-013.json,dabe0d8,_background_hover_gradient_position,background-color,,,{{WRAPPER}}:hover,hover-only
batch-013.json,dabe0d8,_background_hover_gradient_position,background-image,,,{{WRAPPER}}:hover,hover-only
batch-013.json,dabe0d8,_offset_x_end,right,427px,427px,body:not(.rtl) .elementor-element-dabe0d8,verified
batch-013.json,dabe0d8,_offset_y_end,bottom,686px,686px,.elementor-element-dabe0d8,verified
batch-013.json,2af0e8e,_background_hover_image,background-image,,,{{WRAPPER}}:hover,hover-only
batch-013.json,2af0e8e,_background_hover_size,background-size,,,{{WRAPPER}}:hover,hover-only
batch-013.json,2af0e8e,_background_hover_position,background-position,,,{{WRAPPER}}:hover,hover-only
batch-013.json,2af0e8e,_background_hover_ypos,background-position,,,{{WRAPPER}}:hover,hover-only
batch-013.json,2af0e8e,_background_hover_xpos,background-position,,,{{WRAPPER}}:hover,hover-only
batch-013.json,2af0e8e,_background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-2af0e8e,not-comparable
batch-013.json,2af0e8e,_background_size,background-size,auto,auto,.elementor-element-2af0e8e,verified
batch-013.json,2af0e8e,_background_position,background-position,327px 607px,327px 607px,.elementor-element-2af0e8e,not-comparable
batch-013.json,2af0e8e,_background_ypos,background-position,327px 607px,327px 607px,.elementor-element-2af0e8e,not-comparable
batch-013.json,2af0e8e,_background_xpos,background-position,327px 607px,327px 607px,.elementor-element-2af0e8e,not-comparable
batch-014.json,3f7fedb,_background_hover_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-014.json,3f7fedb,_background_hover_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-014.json,3f7fedb,_background_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-014.json,3f7fedb,_background_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-014.json,160db08,_background_hover_video_fallback,background,,,{{WRAPPER}}:hover,hover-only
batch-014.json,160db08,_background_hover_video_fallback,background-size,,,{{WRAPPER}}:hover,hover-only
batch-014.json,160db08,_background_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",.elementor-element-160db08,not-comparable
batch-014.json,160db08,_background_video_fallback,background-size,,cover,.elementor-element-160db08,not-declared
batch-014.json,3ee2c40,_background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_background_attachment,background-attachment,scroll,scroll,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_background_size,background-size,235px,235px,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_background_bg_width,background-size,235px,235px,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_background_color,background-color,"rgb(75, 111, 81)","rgb(75, 111, 81)",.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_background_hover_image,background-image,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_background_hover_attachment,background-attachment,,,(desktop+){{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_background_hover_size,background-size,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_background_hover_bg_width,background-size,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_background_hover_position,background-position,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_background_hover_repeat,background-repeat,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_background_hover_transition,transition,"background 923s, border 17s, border-radius 17s, box-shadow 17s","background 923s, border 17s, border-radius 17s, box-shadow 17s",.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_background_position,background-position,center center,50% 50%,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_background_repeat,background-repeat,no-repeat,no-repeat,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_border_border,border-style,none,none,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_border_hover_border,border-style,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_border_hover_transition,transition,"background 923s, border 17s, border-radius 17s, box-shadow 17s","background 923s, border 17s, border-radius 17s, box-shadow 17s",.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_border_radius,border-radius,69px 70px 71px 72px,69px 70px 71px 72px,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_border_radius_hover,border-radius,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_box_shadow_box_shadow,box-shadow,"rgb(85, 129, 215) 3px 5px 7px 2px","rgb(85, 129, 215) 3px 5px 7px 2px",.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_box_shadow_hover_box_shadow,box-shadow,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_element_width,width,"var( --container-widget-width, 548px )",548px,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_element_width,max-width,548px,100%,.elementor-element-3ee2c40,OVERRIDDEN
batch-014.json,3ee2c40,_element_custom_width,--container-widget-width,548px,548px,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_element_custom_width,--container-widget-flex-grow,0,0,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_element_custom_width,width,"var( --container-widget-width, 548px )",548px,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_element_custom_width,max-width,548px,100%,.elementor-element-3ee2c40,OVERRIDDEN
batch-014.json,3ee2c40,_flex_align_self,--align-self,flex-start,flex-start,.elementor-element-3ee2c40.elementor-element,verified
batch-014.json,3ee2c40,_flex_grow,--flex-grow,4,4,.elementor-element-3ee2c40.elementor-element,not-comparable
batch-014.json,3ee2c40,_flex_order,--order,-99999,-99999,.elementor-element-3ee2c40.elementor-element,not-comparable
batch-014.json,3ee2c40,_flex_shrink,--flex-shrink,8,8,.elementor-element-3ee2c40.elementor-element,not-comparable
batch-014.json,3ee2c40,_grid_column,grid-column,,span 1,.elementor-element-3ee2c40,not-declared
batch-014.json,3ee2c40,_grid_row,grid-row,,span 1,.elementor-element-3ee2c40,not-declared
batch-014.json,3ee2c40,_margin,margin,"43px 44px calc(var(--kit-widget-spacing, 0px) + 45px) 46px",43px 44px 45px 46px,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_mask_shape,-webkit-mask-image,,"url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-3ee2c40:not( .elementor-widget-image ),not-declared
batch-014.json,3ee2c40,_mask_image,-webkit-mask-image,,"url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-3ee2c40:not( .elementor-widget-image ),not-declared
batch-014.json,3ee2c40,_mask_position,-webkit-mask-position,,50% 50%,.elementor-element-3ee2c40:not( .elementor-widget-image ),not-declared
batch-014.json,3ee2c40,_mask_size,-webkit-mask-size,,contain,.elementor-element-3ee2c40:not( .elementor-widget-image ),not-declared
batch-014.json,3ee2c40,_mask_repeat,-webkit-mask-repeat,,no-repeat,.elementor-element-3ee2c40:not( .elementor-widget-image ),not-declared
batch-014.json,3ee2c40,_offset_x,left,931px,931px,body:not(.rtl) .elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_offset_y,top,935px,935px,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_padding,padding,17px 18px 19px 20px,17px 18px 19px 20px,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_flipX_effect,--e-transform-flipX,-1,-1,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_flipX_effect_hover,--e-transform-flipX,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_flipY_effect,--e-transform-flipY,-1,-1,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_flipY_effect_hover,--e-transform-flipY,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_rotate_3d,--e-transform-rotateX,703deg,703deg,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_rotate_3d,--e-transform-perspective,819px,819px,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_transform_perspective_effect,--e-transform-perspective,819px,819px,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_transform_rotate_3d_hover,--e-transform-rotateX,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_rotate_3d_hover,--e-transform-perspective,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_perspective_effect_hover,--e-transform-perspective,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_rotateX_effect,--e-transform-rotateX,703deg,703deg,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_rotateX_effect_hover,--e-transform-rotateX,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_rotateY_effect,--e-transform-rotateY,848deg,848deg,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_rotateY_effect_hover,--e-transform-rotateY,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_rotateZ_effect,--e-transform-rotateZ,207deg,207deg,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_rotateZ_effect_hover,--e-transform-rotateZ,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_scaleX_effect,--e-transform-scaleX,166,166,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_scaleX_effect_hover,--e-transform-scaleX,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_scaleY_effect,--e-transform-scaleY,984,984,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_scaleY_effect_hover,--e-transform-scaleY,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_skewX_effect,--e-transform-skewX,775deg,775deg,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_skewX_effect_hover,--e-transform-skewX,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_skewY_effect,--e-transform-skewY,120deg,120deg,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_skewY_effect_hover,--e-transform-skewY,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_transition_hover,--e-transform-transition-duration,804ms,100ms,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,_transform_translateX_effect,--e-transform-translateX,957px,957px,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_transform_translateX_effect_hover,--e-transform-translateX,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_transform_translateY_effect,--e-transform-translateY,24px,24px,.elementor-element-3ee2c40,verified
batch-014.json,3ee2c40,_transform_translateY_effect_hover,--e-transform-translateY,,,{{WRAPPER}}:hover,hover-only
batch-014.json,3ee2c40,_z_index,z-index,4,4,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,motion_fx_transform_origin_x,--e-transform-origin-x,left,left,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,motion_fx_transform_origin_y,--e-transform-origin-y,top,top,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,motion_fx_transform_x_anchor_point,--e-transform-origin-x,left,left,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,motion_fx_transform_y_anchor_point,--e-transform-origin-y,top,top,.elementor-element-3ee2c40,not-comparable
batch-014.json,3ee2c40,number_alignment,text-align,start,start,.elementor-element-3ee2c40 .elementor-counter-number,verified
batch-014.json,3ee2c40,number_color,color,"rgb(84, 70, 212)","rgb(84, 70, 212)",.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,number_shadow_text_shadow,text-shadow,"rgb(88, 134, 93) 3px 5px 7px","rgb(88, 134, 93) 3px 5px 7px",.elementor-element-3ee2c40 .elementor-counter-number-wrapper,not-comparable
batch-014.json,3ee2c40,number_stroke_stroke_color,-webkit-text-stroke-color,,"rgb(103, 51, 82)",.elementor-element-3ee2c40 .elementor-counter-number-wrapper,not-declared
batch-014.json,3ee2c40,number_stroke_stroke_color,stroke,"rgb(103, 51, 82)","rgb(103, 51, 82)",.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,number_stroke_text_stroke,-webkit-text-stroke-width,,590px,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,not-declared
batch-014.json,3ee2c40,number_stroke_text_stroke,stroke-width,590px,590px,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,title_color,color,"rgb(76, 108, 118)","rgb(76, 108, 118)",.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,title_gap,gap,715px,715px,.elementor-element-3ee2c40 .elementor-counter,verified
batch-014.json,3ee2c40,title_horizontal_alignment,justify-content,start,start,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,title_shadow_text_shadow,text-shadow,"rgb(165, 146, 76) 3px 5px 7px","rgb(165, 146, 76) 3px 5px 7px",.elementor-element-3ee2c40 .elementor-counter-title,not-comparable
batch-014.json,3ee2c40,title_stroke_stroke_color,-webkit-text-stroke-color,,"rgb(117, 100, 93)",.elementor-element-3ee2c40 .elementor-counter-title,not-declared
batch-014.json,3ee2c40,title_stroke_stroke_color,stroke,"rgb(117, 100, 93)","rgb(117, 100, 93)",.elementor-element-3ee2c40 .elementor-counter-title,verified
