owner,control,type,tab,section,responsive,control_tier,owner_tier,default,options,condition,css,label
*ALL_WIDGETS*,handle_motion_fx_asset_loading,hidden,advanced,section_effects,,pro,free,,,,,
*ALL_WIDGETS*,hide_desktop,switcher,advanced,_section_responsive,,free,free,,,,,Hide On Desktop
*ALL_WIDGETS*,hide_mobile,switcher,advanced,_section_responsive,,free,free,,,,,Hide On Mobile Portrait
*ALL_WIDGETS*,hide_tablet,switcher,advanced,_section_responsive,,free,free,,,,,Hide On Tablet Portrait
*ALL_WIDGETS*,motion_fx_blur_direction,select,advanced,section_effects,,pro,free,out-in,"[""out-in"",""in-out"",""in-out-in"",""out-in-out""]","{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_blur_effect"":""yes""}",,Direction
*ALL_WIDGETS*,motion_fx_blur_effect,popover_toggle,advanced,section_effects,,pro,free,,,"{""motion_fx_motion_fx_scrolling"":""yes""}",,Blur
*ALL_WIDGETS*,motion_fx_blur_level,slider,advanced,section_effects,,pro,free,"{""unit"":""px"",""size"":7,""sizes"":[]}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_blur_effect"":""yes""}",,Level
*ALL_WIDGETS*,motion_fx_blur_range,slider,advanced,section_effects,,pro,free,"{""unit"":""%"",""size"":"""",""sizes"":{""start"":20,""end"":80}}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_blur_effect"":""yes""}",,Viewport
*ALL_WIDGETS*,motion_fx_devices,select2,advanced,section_effects,,pro,free,"[""desktop"",""tablet"",""mobile""]","[""desktop"",""tablet"",""mobile""]","{""motion_fx_motion_fx_scrolling"":""yes""}",,Apply Effects On
*ALL_WIDGETS*,motion_fx_motion_fx_mouse,switcher,advanced,section_effects,,pro,free,,,,,Mouse Effects
*ALL_WIDGETS*,motion_fx_motion_fx_scrolling,switcher,advanced,section_effects,,pro,free,,,,,Scrolling Effects
*ALL_WIDGETS*,motion_fx_mouseTrack_direction,select,advanced,section_effects,,pro,free,,"["""",""negative""]","{""motion_fx_motion_fx_mouse"":""yes"",""motion_fx_mouseTrack_effect"":""yes""}",,Direction
*ALL_WIDGETS*,motion_fx_mouseTrack_effect,popover_toggle,advanced,section_effects,,pro,free,,,"{""motion_fx_motion_fx_mouse"":""yes""}",,Mouse Track
*ALL_WIDGETS*,motion_fx_mouseTrack_speed,slider,advanced,section_effects,,pro,free,"{""unit"":""px"",""size"":1,""sizes"":[]}",,"{""motion_fx_motion_fx_mouse"":""yes"",""motion_fx_mouseTrack_effect"":""yes""}",,Speed
*ALL_WIDGETS*,motion_fx_opacity_direction,select,advanced,section_effects,,pro,free,out-in,"[""out-in"",""in-out"",""in-out-in"",""out-in-out""]","{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_opacity_effect"":""yes""}",,Direction
*ALL_WIDGETS*,motion_fx_opacity_effect,popover_toggle,advanced,section_effects,,pro,free,,,"{""motion_fx_motion_fx_scrolling"":""yes""}",,Transparency
*ALL_WIDGETS*,motion_fx_opacity_level,slider,advanced,section_effects,,pro,free,"{""unit"":""px"",""size"":10,""sizes"":[]}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_opacity_effect"":""yes""}",,Level
*ALL_WIDGETS*,motion_fx_opacity_range,slider,advanced,section_effects,,pro,free,"{""unit"":""%"",""size"":"""",""sizes"":{""start"":20,""end"":80}}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_opacity_effect"":""yes""}",,Viewport
*ALL_WIDGETS*,motion_fx_range,select,advanced,section_effects,,pro,free,,"["""",""viewport"",""page""]","{""motion_fx_motion_fx_scrolling"":""yes""}",,Effects Relative To
*ALL_WIDGETS*,motion_fx_rotateZ_affectedRange,slider,advanced,section_effects,,pro,free,"{""unit"":""%"",""size"":"""",""sizes"":{""start"":0,""end"":100}}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_rotateZ_effect"":""yes""}",,Viewport
*ALL_WIDGETS*,motion_fx_rotateZ_direction,select,advanced,section_effects,,pro,free,,"["""",""negative""]","{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_rotateZ_effect"":""yes""}",,Direction
*ALL_WIDGETS*,motion_fx_rotateZ_effect,popover_toggle,advanced,section_effects,,pro,free,,,"{""motion_fx_motion_fx_scrolling"":""yes""}",,Rotate
*ALL_WIDGETS*,motion_fx_rotateZ_speed,slider,advanced,section_effects,,pro,free,"{""unit"":""px"",""size"":1,""sizes"":[]}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_rotateZ_effect"":""yes""}",,Speed
*ALL_WIDGETS*,motion_fx_scale_direction,select,advanced,section_effects,,pro,free,out-in,"[""out-in"",""in-out"",""in-out-in"",""out-in-out""]","{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_scale_effect"":""yes""}",,Direction
*ALL_WIDGETS*,motion_fx_scale_effect,popover_toggle,advanced,section_effects,,pro,free,,,"{""motion_fx_motion_fx_scrolling"":""yes""}",,Scale
*ALL_WIDGETS*,motion_fx_scale_range,slider,advanced,section_effects,,pro,free,"{""unit"":""%"",""size"":"""",""sizes"":{""start"":20,""end"":80}}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_scale_effect"":""yes""}",,Viewport
*ALL_WIDGETS*,motion_fx_scale_speed,slider,advanced,section_effects,,pro,free,"{""unit"":""px"",""size"":4,""sizes"":[]}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_scale_effect"":""yes""}",,Speed
*ALL_WIDGETS*,motion_fx_tilt_direction,select,advanced,section_effects,,pro,free,,"["""",""negative""]","{""motion_fx_motion_fx_mouse"":""yes"",""motion_fx_tilt_effect"":""yes""}",,Direction
*ALL_WIDGETS*,motion_fx_tilt_effect,popover_toggle,advanced,section_effects,,pro,free,,,"{""motion_fx_motion_fx_mouse"":""yes""}",,3D Tilt
*ALL_WIDGETS*,motion_fx_tilt_speed,slider,advanced,section_effects,,pro,free,"{""unit"":""px"",""size"":4,""sizes"":[]}",,"{""motion_fx_motion_fx_mouse"":""yes"",""motion_fx_tilt_effect"":""yes""}",,Speed
*ALL_WIDGETS*,motion_fx_transform_origin_x,choose,advanced,section_effects,,pro,free,center,"[""left"",""center"",""right""]",,--e-transform-origin-x,X Anchor Point
*ALL_WIDGETS*,motion_fx_transform_origin_y,choose,advanced,section_effects,,pro,free,center,"[""top"",""center"",""bottom""]",,--e-transform-origin-y,Y Anchor Point
*ALL_WIDGETS*,motion_fx_transform_x_anchor_point,choose,advanced,_section_transform,mobile|tablet,free,free,,"[""left"",""center"",""right""]",,--e-transform-origin-x,X Anchor Point
*ALL_WIDGETS*,motion_fx_transform_y_anchor_point,choose,advanced,_section_transform,mobile|tablet,free,free,,"[""top"",""center"",""bottom""]",,--e-transform-origin-y,Y Anchor Point
*ALL_WIDGETS*,motion_fx_translateX_affectedRange,slider,advanced,section_effects,,pro,free,"{""unit"":""%"",""size"":"""",""sizes"":{""start"":0,""end"":100}}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_translateX_effect"":""yes""}",,Viewport
*ALL_WIDGETS*,motion_fx_translateX_direction,select,advanced,section_effects,,pro,free,,"["""",""negative""]","{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_translateX_effect"":""yes""}",,Direction
*ALL_WIDGETS*,motion_fx_translateX_effect,popover_toggle,advanced,section_effects,,pro,free,,,"{""motion_fx_motion_fx_scrolling"":""yes""}",,Horizontal Scroll
*ALL_WIDGETS*,motion_fx_translateX_speed,slider,advanced,section_effects,,pro,free,"{""unit"":""px"",""size"":4,""sizes"":[]}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_translateX_effect"":""yes""}",,Speed
*ALL_WIDGETS*,motion_fx_translateY_affectedRange,slider,advanced,section_effects,,pro,free,"{""unit"":""%"",""size"":"""",""sizes"":{""start"":0,""end"":100}}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_translateY_effect"":""yes""}",,Viewport
*ALL_WIDGETS*,motion_fx_translateY_direction,select,advanced,section_effects,,pro,free,,"["""",""negative""]","{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_translateY_effect"":""yes""}",,Direction
*ALL_WIDGETS*,motion_fx_translateY_effect,popover_toggle,advanced,section_effects,,pro,free,,,"{""motion_fx_motion_fx_scrolling"":""yes""}",,Vertical Scroll
*ALL_WIDGETS*,motion_fx_translateY_speed,slider,advanced,section_effects,,pro,free,"{""unit"":""px"",""size"":4,""sizes"":[]}",,"{""motion_fx_motion_fx_scrolling"":""yes"",""motion_fx_translateY_effect"":""yes""}",,Speed
*ALL_WIDGETS*,sticky,select,advanced,section_effects,,pro,free,,"["""",""top"",""bottom""]",,,Sticky
*ALL_WIDGETS*,sticky_anchor_link_offset,number,advanced,section_effects,mobile|tablet,pro,free,0,,"{""sticky!"":""""}",,Anchor Offset
*ALL_WIDGETS*,sticky_effects_offset,number,advanced,section_effects,mobile|tablet,pro,free,0,,"{""sticky!"":""""}",,Effects Offset
*ALL_WIDGETS*,sticky_offset,number,advanced,section_effects,mobile|tablet,pro,free,0,,"{""sticky!"":""""}",,Sticky Offset
*ALL_WIDGETS*,sticky_on,select2,advanced,section_effects,,pro,free,"[""desktop"",""tablet"",""mobile""]","[""desktop"",""tablet"",""mobile""]","{""sticky!"":""""}",,Sticky On
*ALL_WIDGETS*,sticky_parent,switcher,advanced,section_effects,,pro,free,,,"{""sticky!"":""""}",,Stay In Column
