element,owner,control,property,declared,computed,status
4d9ded0,post-comments,_background_hover_color,background-color,transparent,,no-target-node
4d9ded0,post-comments,_background_hover_gradient_position,background-color,transparent,,no-target-node
4d9ded0,post-comments,_background_hover_gradient_position,background-image,"radial-gradient(rgb(82, 78, 76) 210%, rgb(80, 72, 58) 663%)",,no-target-node
ea0f959,post-comments,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
ea0f959,post-comments,_background_hover_size,background-size,auto,,no-target-node
ea0f959,post-comments,_background_hover_position,background-position,613px 700px,,no-target-node
ea0f959,post-comments,_background_hover_ypos,background-position,613px 700px,,no-target-node
ea0f959,post-comments,_background_hover_xpos,background-position,613px 700px,,no-target-node
40455db,post-comments,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover",,no-target-node
881df89,post-navigation,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
881df89,post-navigation,_background_hover_attachment,background-attachment,scroll,,no-target-node
881df89,post-navigation,_background_hover_size,background-size,810px,,no-target-node
881df89,post-navigation,_background_hover_bg_width,background-size,810px,,no-target-node
881df89,post-navigation,_background_hover_color,background-color,"rgb(65, 117, 58)",,no-target-node
881df89,post-navigation,_background_hover_position,background-position,center center,,no-target-node
881df89,post-navigation,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
881df89,post-navigation,_border_hover_border,border-style,none,,no-target-node
881df89,post-navigation,_border_radius_hover,border-radius,82px 83px 84px 85px,,no-target-node
881df89,post-navigation,_box_shadow_hover_box_shadow,box-shadow,"rgb(51, 68, 61) 3px 5px 7px 2px",,no-target-node
881df89,post-navigation,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
881df89,post-navigation,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
881df89,post-navigation,_transform_rotate_3d_hover,--e-transform-rotateX,828deg,,no-target-node
881df89,post-navigation,_transform_rotate_3d_hover,--e-transform-perspective,132px,,no-target-node
881df89,post-navigation,_transform_perspective_effect_hover,--e-transform-perspective,132px,,no-target-node
881df89,post-navigation,_transform_rotateX_effect_hover,--e-transform-rotateX,828deg,,no-target-node
881df89,post-navigation,_transform_rotateY_effect_hover,--e-transform-rotateY,259deg,,no-target-node
881df89,post-navigation,_transform_rotateZ_effect_hover,--e-transform-rotateZ,459deg,,no-target-node
881df89,post-navigation,_transform_scaleX_effect_hover,--e-transform-scaleX,735,,no-target-node
881df89,post-navigation,_transform_scaleY_effect_hover,--e-transform-scaleY,414,,no-target-node
881df89,post-navigation,_transform_skewX_effect_hover,--e-transform-skewX,58deg,,no-target-node
881df89,post-navigation,_transform_skewY_effect_hover,--e-transform-skewY,779deg,,no-target-node
881df89,post-navigation,_transform_translateX_effect_hover,--e-transform-translateX,714px,,no-target-node
881df89,post-navigation,_transform_translateY_effect_hover,--e-transform-translateY,888px,,no-target-node
881df89,post-navigation,arrow_hover_color,color,"rgb(62, 114, 77)",,no-target-node
881df89,post-navigation,arrow_hover_color,fill,"rgb(62, 114, 77)",,no-target-node
881df89,post-navigation,label_hover_color,color,"rgb(97, 184, 231)",,no-target-node
881df89,post-navigation,label_hover_color,color,"rgb(97, 184, 231)",,no-target-node
0b409b9,post-navigation,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
0b409b9,post-navigation,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
0b409b9,post-navigation,_background_hover_gradient_angle,background-image,"linear-gradient(476deg, rgb(65, 117, 58) 454%, rgb(61, 145, 208) 727%)","linear-gradient(476deg, rgb(65, 117, 58) 454%, rgb(61, 145, 208) 727%)",not-comparable
0b409b9,post-navigation,_border_hover_border,border-style,solid,solid,verified
0b409b9,post-navigation,_border_hover_color,border-color,"rgb(92, 207, 116)","rgb(92, 207, 116)",verified
0b409b9,post-navigation,_border_hover_width,border-width,66px 67px 68px 69px,66px 67px 68px 69px,not-comparable
0b409b9,post-navigation,_transform_scale_effect_hover,--e-transform-scale,660,660,not-comparable
ad70248,post-navigation,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
ad70248,post-navigation,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
ad70248,post-navigation,_background_hover_gradient_position,background-image,"radial-gradient(rgb(65, 117, 58) 454%, rgb(61, 145, 208) 727%)","radial-gradient(rgb(65, 117, 58) 454%, rgb(61, 145, 208) 727%)",not-comparable
9332169,post-navigation,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
9332169,post-navigation,_background_hover_size,background-size,auto,auto,verified
9332169,post-navigation,_background_hover_position,background-position,130px 400px,130px 400px,not-comparable
9332169,post-navigation,_background_hover_ypos,background-position,130px 400px,130px 400px,not-comparable
9332169,post-navigation,_background_hover_xpos,background-position,130px 400px,130px 400px,not-comparable
e2da8fa,post-navigation,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
2891264,post-info,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
2891264,post-info,_background_hover_attachment,background-attachment,scroll,scroll,verified
2891264,post-info,_background_hover_size,background-size,850px,284px,OVERRIDDEN
2891264,post-info,_background_hover_bg_width,background-size,850px,284px,OVERRIDDEN
2891264,post-info,_background_hover_color,background-color,"rgb(98, 193, 82)","rgb(68, 55, 144)",OVERRIDDEN
2891264,post-info,_background_hover_position,background-position,center center,50% 50%,not-comparable
2891264,post-info,_background_hover_repeat,background-repeat,no-repeat,no-repeat,verified
2891264,post-info,_border_hover_border,border-style,none,none,verified
2891264,post-info,_border_radius_hover,border-radius,18px 19px 20px 21px,43px 44px 45px 46px,not-comparable
2891264,post-info,_box_shadow_hover_box_shadow,box-shadow,"rgb(50, 135, 74) 3px 5px 7px 2px","rgb(57, 91, 102) 3px 5px 7px 2px",not-comparable
2891264,post-info,_transform_flipX_effect_hover,--e-transform-flipX,-1,-1,not-comparable
2891264,post-info,_transform_flipY_effect_hover,--e-transform-flipY,-1,-1,not-comparable
2891264,post-info,_transform_rotate_3d_hover,--e-transform-rotateX,668deg,942deg,not-comparable
2891264,post-info,_transform_rotate_3d_hover,--e-transform-perspective,469px,905px,OVERRIDDEN
2891264,post-info,_transform_perspective_effect_hover,--e-transform-perspective,469px,905px,OVERRIDDEN
2891264,post-info,_transform_rotateX_effect_hover,--e-transform-rotateX,668deg,942deg,not-comparable
2891264,post-info,_transform_rotateY_effect_hover,--e-transform-rotateY,226deg,396deg,not-comparable
2891264,post-info,_transform_rotateZ_effect_hover,--e-transform-rotateZ,179deg,625deg,not-comparable
2891264,post-info,_transform_scaleX_effect_hover,--e-transform-scaleX,430,414,not-comparable
2891264,post-info,_transform_scaleY_effect_hover,--e-transform-scaleY,898,504,not-comparable
2891264,post-info,_transform_skewX_effect_hover,--e-transform-skewX,841deg,359deg,not-comparable
2891264,post-info,_transform_skewY_effect_hover,--e-transform-skewY,982deg,923deg,not-comparable
2891264,post-info,_transform_translateX_effect_hover,--e-transform-translateX,648px,774px,OVERRIDDEN
2891264,post-info,_transform_translateY_effect_hover,--e-transform-translateY,187px,385px,OVERRIDDEN
0e0612b,post-info,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
0e0612b,post-info,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
0e0612b,post-info,_background_hover_gradient_angle,background-image,"linear-gradient(902deg, rgb(98, 193, 82) 525%, rgb(158, 79, 52) 955%)","linear-gradient(902deg, rgb(98, 193, 82) 525%, rgb(158, 79, 52) 955%)",not-comparable
0e0612b,post-info,_border_hover_border,border-style,solid,solid,verified
0e0612b,post-info,_border_hover_color,border-color,"rgb(103, 141, 49)","rgb(103, 141, 49)",verified
0e0612b,post-info,_border_hover_width,border-width,87px 88px 89px 90px,87px 88px 89px 90px,not-comparable
0e0612b,post-info,_transform_scale_effect_hover,--e-transform-scale,375,375,not-comparable
cc299d8,post-info,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
cc299d8,post-info,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
cc299d8,post-info,_background_hover_gradient_position,background-image,"radial-gradient(rgb(98, 193, 82) 525%, rgb(158, 79, 52) 955%)","radial-gradient(rgb(98, 193, 82) 525%, rgb(158, 79, 52) 955%)",not-comparable
e489bcc,post-info,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
e489bcc,post-info,_background_hover_size,background-size,auto,auto,verified
e489bcc,post-info,_background_hover_position,background-position,215px 971px,215px 971px,not-comparable
e489bcc,post-info,_background_hover_ypos,background-position,215px 971px,215px 971px,not-comparable
e489bcc,post-info,_background_hover_xpos,background-position,215px 971px,215px 971px,not-comparable
418dfeb,post-info,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
8d3f260,sitemap,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
8d3f260,sitemap,_background_hover_attachment,background-attachment,scroll,,no-target-node
8d3f260,sitemap,_background_hover_size,background-size,253px,,no-target-node
8d3f260,sitemap,_background_hover_bg_width,background-size,253px,,no-target-node
8d3f260,sitemap,_background_hover_color,background-color,"rgb(191, 111, 59)",,no-target-node
8d3f260,sitemap,_background_hover_position,background-position,center center,,no-target-node
8d3f260,sitemap,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
8d3f260,sitemap,_border_hover_border,border-style,none,,no-target-node
8d3f260,sitemap,_border_radius_hover,border-radius,62px 63px 64px 65px,,no-target-node
8d3f260,sitemap,_box_shadow_hover_box_shadow,box-shadow,"rgb(119, 62, 144) 3px 5px 7px 2px",,no-target-node
8d3f260,sitemap,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
8d3f260,sitemap,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
8d3f260,sitemap,_transform_rotate_3d_hover,--e-transform-rotateX,385deg,,no-target-node
8d3f260,sitemap,_transform_rotate_3d_hover,--e-transform-perspective,292px,,no-target-node
8d3f260,sitemap,_transform_perspective_effect_hover,--e-transform-perspective,292px,,no-target-node
8d3f260,sitemap,_transform_rotateX_effect_hover,--e-transform-rotateX,385deg,,no-target-node
8d3f260,sitemap,_transform_rotateY_effect_hover,--e-transform-rotateY,216deg,,no-target-node
8d3f260,sitemap,_transform_rotateZ_effect_hover,--e-transform-rotateZ,82deg,,no-target-node
8d3f260,sitemap,_transform_scaleX_effect_hover,--e-transform-scaleX,974,,no-target-node
8d3f260,sitemap,_transform_scaleY_effect_hover,--e-transform-scaleY,433,,no-target-node
8d3f260,sitemap,_transform_skewX_effect_hover,--e-transform-skewX,938deg,,no-target-node
8d3f260,sitemap,_transform_skewY_effect_hover,--e-transform-skewY,46deg,,no-target-node
8d3f260,sitemap,_transform_translateX_effect_hover,--e-transform-translateX,494px,,no-target-node
8d3f260,sitemap,_transform_translateY_effect_hover,--e-transform-translateY,716px,,no-target-node
c5a2c7d,sitemap,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
c5a2c7d,sitemap,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
c5a2c7d,sitemap,_background_hover_gradient_angle,background-image,"linear-gradient(634deg, rgb(191, 111, 59) 518%, rgb(135, 210, 95) 459%)","linear-gradient(634deg, rgb(191, 111, 59) 518%, rgb(135, 210, 95) 459%)",not-comparable
c5a2c7d,sitemap,_border_hover_border,border-style,solid,solid,verified
c5a2c7d,sitemap,_border_hover_color,border-color,"rgb(154, 225, 147)","rgb(154, 225, 147)",verified
c5a2c7d,sitemap,_border_hover_width,border-width,14px 15px 16px 17px,14px 15px 16px 17px,not-comparable
c5a2c7d,sitemap,_transform_scale_effect_hover,--e-transform-scale,490,490,not-comparable
689850a,sitemap,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
689850a,sitemap,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
689850a,sitemap,_background_hover_gradient_position,background-image,"radial-gradient(rgb(191, 111, 59) 518%, rgb(135, 210, 95) 459%)","radial-gradient(rgb(191, 111, 59) 518%, rgb(135, 210, 95) 459%)",not-comparable
ef2e6f7,sitemap,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
ef2e6f7,sitemap,_background_hover_size,background-size,auto,auto,verified
ef2e6f7,sitemap,_background_hover_position,background-position,665px 813px,665px 813px,not-comparable
ef2e6f7,sitemap,_background_hover_ypos,background-position,665px 813px,665px 813px,not-comparable
ef2e6f7,sitemap,_background_hover_xpos,background-position,665px 813px,665px 813px,not-comparable
7867a1c,sitemap,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
343b4c2,blockquote,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
343b4c2,blockquote,_background_hover_attachment,background-attachment,scroll,scroll,verified
343b4c2,blockquote,_background_hover_size,background-size,239px,835px,OVERRIDDEN
343b4c2,blockquote,_background_hover_bg_width,background-size,239px,835px,OVERRIDDEN
343b4c2,blockquote,_background_hover_color,background-color,"rgb(121, 89, 190)","rgb(92, 125, 60)",OVERRIDDEN
343b4c2,blockquote,_background_hover_position,background-position,center center,50% 50%,not-comparable
343b4c2,blockquote,_background_hover_repeat,background-repeat,no-repeat,no-repeat,verified
343b4c2,blockquote,_border_hover_border,border-style,none,none,verified
343b4c2,blockquote,_border_radius_hover,border-radius,71px 72px 73px 74px,22px 23px 24px 25px,not-comparable
343b4c2,blockquote,_box_shadow_hover_box_shadow,box-shadow,"rgb(123, 97, 208) 3px 5px 7px 2px","rgb(89, 130, 219) 3px 5px 7px 2px",not-comparable
343b4c2,blockquote,_transform_flipX_effect_hover,--e-transform-flipX,-1,-1,not-comparable
343b4c2,blockquote,_transform_flipY_effect_hover,--e-transform-flipY,-1,-1,not-comparable
343b4c2,blockquote,_transform_rotate_3d_hover,--e-transform-rotateX,675deg,307deg,not-comparable
343b4c2,blockquote,_transform_rotate_3d_hover,--e-transform-perspective,793px,721px,OVERRIDDEN
343b4c2,blockquote,_transform_perspective_effect_hover,--e-transform-perspective,793px,721px,OVERRIDDEN
343b4c2,blockquote,_transform_rotateX_effect_hover,--e-transform-rotateX,675deg,307deg,not-comparable
343b4c2,blockquote,_transform_rotateY_effect_hover,--e-transform-rotateY,770deg,950deg,not-comparable
343b4c2,blockquote,_transform_rotateZ_effect_hover,--e-transform-rotateZ,779deg,770deg,not-comparable
343b4c2,blockquote,_transform_scaleX_effect_hover,--e-transform-scaleX,585,184,not-comparable
343b4c2,blockquote,_transform_scaleY_effect_hover,--e-transform-scaleY,381,353,not-comparable
343b4c2,blockquote,_transform_skewX_effect_hover,--e-transform-skewX,444deg,503deg,not-comparable
343b4c2,blockquote,_transform_skewY_effect_hover,--e-transform-skewY,598deg,857deg,not-comparable
343b4c2,blockquote,_transform_translateX_effect_hover,--e-transform-translateX,782px,594px,OVERRIDDEN
343b4c2,blockquote,_transform_translateY_effect_hover,--e-transform-translateY,945px,68px,OVERRIDDEN
343b4c2,blockquote,border_color_hover,border-color,"rgb(108, 85, 60)","rgb(193, 145, 173)",OVERRIDDEN
343b4c2,blockquote,border_gap_hover,padding-right,560px,,no-target-node
343b4c2,blockquote,border_gap_hover,padding-left,560px,430px,OVERRIDDEN
343b4c2,blockquote,border_width_hover,border-right-width,452px,,no-target-node
343b4c2,blockquote,border_width_hover,border-left-width,452px,377px,OVERRIDDEN
343b4c2,blockquote,button_background_color_hover,background-color,"rgb(122, 209, 111)",,no-target-node
343b4c2,blockquote,button_text_color_hover,color,"rgb(51, 192, 86)",,no-target-node
343b4c2,blockquote,button_text_color_hover,fill,"rgb(51, 192, 86)",,no-target-node
4f87f2f,blockquote,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
4f87f2f,blockquote,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
4f87f2f,blockquote,_background_hover_gradient_angle,background-image,"linear-gradient(686deg, rgb(121, 89, 190) 811%, rgb(202, 117, 202) 752%)","linear-gradient(686deg, rgb(121, 89, 190) 811%, rgb(202, 117, 202) 752%)",not-comparable
4f87f2f,blockquote,_border_hover_border,border-style,solid,solid,verified
4f87f2f,blockquote,_border_hover_color,border-color,"rgb(118, 161, 100)","rgb(118, 161, 100)",verified
4f87f2f,blockquote,_border_hover_width,border-width,57px 58px 59px 60px,57px 58px 59px 60px,not-comparable
4f87f2f,blockquote,_transform_scale_effect_hover,--e-transform-scale,389,389,not-comparable
4f87f2f,blockquote,box_background_color_hover,background-color,"rgb(192, 239, 100)","rgb(192, 239, 100)",verified
4f87f2f,blockquote,box_border_hover_border,border-style,none,none,verified
4f87f2f,blockquote,box_border_radius_hover,border-radius,909px,909px,verified
4f87f2f,blockquote,box_box_shadow_hover_box_shadow,box-shadow,"rgb(149, 165, 216) 3px 5px 7px 2px","rgb(149, 165, 216) 3px 5px 7px 2px",not-comparable
23faed6,blockquote,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
23faed6,blockquote,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
23faed6,blockquote,_background_hover_gradient_position,background-image,"radial-gradient(rgb(121, 89, 190) 811%, rgb(202, 117, 202) 752%)","radial-gradient(rgb(121, 89, 190) 811%, rgb(202, 117, 202) 752%)",not-comparable
23faed6,blockquote,box_border_hover_border,border-style,solid,solid,verified
23faed6,blockquote,box_border_hover_color,border-color,"rgb(140, 97, 239)","rgb(140, 97, 239)",verified
23faed6,blockquote,box_border_hover_width,border-width,61px 62px 63px 64px,61px 62px 63px 64px,not-comparable
2928359,blockquote,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
2928359,blockquote,_background_hover_size,background-size,auto,auto,verified
2928359,blockquote,_background_hover_position,background-position,410px 516px,410px 516px,not-comparable
2928359,blockquote,_background_hover_ypos,background-position,410px 516px,410px 516px,not-comparable
2928359,blockquote,_background_hover_xpos,background-position,410px 516px,410px 516px,not-comparable
6b036f4,blockquote,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
44fa0b4,facebook-button,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
44fa0b4,facebook-button,_background_hover_attachment,background-attachment,scroll,,no-target-node
44fa0b4,facebook-button,_background_hover_size,background-size,124px,,no-target-node
44fa0b4,facebook-button,_background_hover_bg_width,background-size,124px,,no-target-node
44fa0b4,facebook-button,_background_hover_color,background-color,"rgb(66, 194, 82)",,no-target-node
44fa0b4,facebook-button,_background_hover_position,background-position,center center,,no-target-node
44fa0b4,facebook-button,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
44fa0b4,facebook-button,_border_hover_border,border-style,none,,no-target-node
44fa0b4,facebook-button,_border_radius_hover,border-radius,16px 17px 18px 19px,,no-target-node
44fa0b4,facebook-button,_box_shadow_hover_box_shadow,box-shadow,"rgb(75, 107, 225) 3px 5px 7px 2px",,no-target-node
44fa0b4,facebook-button,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
44fa0b4,facebook-button,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
44fa0b4,facebook-button,_transform_rotate_3d_hover,--e-transform-rotateX,457deg,,no-target-node
44fa0b4,facebook-button,_transform_rotate_3d_hover,--e-transform-perspective,966px,,no-target-node
44fa0b4,facebook-button,_transform_perspective_effect_hover,--e-transform-perspective,966px,,no-target-node
44fa0b4,facebook-button,_transform_rotateX_effect_hover,--e-transform-rotateX,457deg,,no-target-node
44fa0b4,facebook-button,_transform_rotateY_effect_hover,--e-transform-rotateY,92deg,,no-target-node
44fa0b4,facebook-button,_transform_rotateZ_effect_hover,--e-transform-rotateZ,449deg,,no-target-node
44fa0b4,facebook-button,_transform_scaleX_effect_hover,--e-transform-scaleX,201,,no-target-node
44fa0b4,facebook-button,_transform_scaleY_effect_hover,--e-transform-scaleY,291,,no-target-node
44fa0b4,facebook-button,_transform_skewX_effect_hover,--e-transform-skewX,314deg,,no-target-node
44fa0b4,facebook-button,_transform_skewY_effect_hover,--e-transform-skewY,449deg,,no-target-node
44fa0b4,facebook-button,_transform_translateX_effect_hover,--e-transform-translateX,414px,,no-target-node
44fa0b4,facebook-button,_transform_translateY_effect_hover,--e-transform-translateY,878px,,no-target-node
22e8d6e,facebook-button,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
22e8d6e,facebook-button,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
22e8d6e,facebook-button,_background_hover_gradient_angle,background-image,"linear-gradient(925deg, rgb(66, 194, 82) 603%, rgb(131, 109, 147) 90%)","linear-gradient(925deg, rgb(66, 194, 82) 603%, rgb(131, 109, 147) 90%)",not-comparable
22e8d6e,facebook-button,_border_hover_border,border-style,solid,solid,verified
22e8d6e,facebook-button,_border_hover_color,border-color,"rgb(68, 206, 121)","rgb(68, 206, 121)",verified
22e8d6e,facebook-button,_border_hover_width,border-width,67px 68px 69px 70px,67px 68px 69px 70px,not-comparable
22e8d6e,facebook-button,_transform_scale_effect_hover,--e-transform-scale,240,240,not-comparable
8e39b45,facebook-button,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
8e39b45,facebook-button,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
8e39b45,facebook-button,_background_hover_gradient_position,background-image,"radial-gradient(rgb(66, 194, 82) 603%, rgb(131, 109, 147) 90%)","radial-gradient(rgb(66, 194, 82) 603%, rgb(131, 109, 147) 90%)",not-comparable
162bb92,facebook-button,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
162bb92,facebook-button,_background_hover_size,background-size,auto,auto,verified
162bb92,facebook-button,_background_hover_position,background-position,474px 317px,474px 317px,not-comparable
162bb92,facebook-button,_background_hover_ypos,background-position,474px 317px,474px 317px,not-comparable
162bb92,facebook-button,_background_hover_xpos,background-position,474px 317px,474px 317px,not-comparable
c2659d8,facebook-button,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
78f169b,facebook-comments,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
78f169b,facebook-comments,_background_hover_attachment,background-attachment,scroll,,no-target-node
78f169b,facebook-comments,_background_hover_size,background-size,133px,,no-target-node
78f169b,facebook-comments,_background_hover_bg_width,background-size,133px,,no-target-node
78f169b,facebook-comments,_background_hover_color,background-color,"rgb(78, 63, 235)",,no-target-node
78f169b,facebook-comments,_background_hover_position,background-position,center center,,no-target-node
78f169b,facebook-comments,_background_hover_repeat,background-repeat,no-repeat,,no-target-node
78f169b,facebook-comments,_border_hover_border,border-style,none,,no-target-node
78f169b,facebook-comments,_border_radius_hover,border-radius,43px 44px 45px 46px,,no-target-node
78f169b,facebook-comments,_box_shadow_hover_box_shadow,box-shadow,"rgb(168, 140, 129) 3px 5px 7px 2px",,no-target-node
78f169b,facebook-comments,_transform_flipX_effect_hover,--e-transform-flipX,-1,,no-target-node
78f169b,facebook-comments,_transform_flipY_effect_hover,--e-transform-flipY,-1,,no-target-node
78f169b,facebook-comments,_transform_rotate_3d_hover,--e-transform-rotateX,68deg,,no-target-node
78f169b,facebook-comments,_transform_rotate_3d_hover,--e-transform-perspective,824px,,no-target-node
78f169b,facebook-comments,_transform_perspective_effect_hover,--e-transform-perspective,824px,,no-target-node
78f169b,facebook-comments,_transform_rotateX_effect_hover,--e-transform-rotateX,68deg,,no-target-node
78f169b,facebook-comments,_transform_rotateY_effect_hover,--e-transform-rotateY,879deg,,no-target-node
78f169b,facebook-comments,_transform_rotateZ_effect_hover,--e-transform-rotateZ,598deg,,no-target-node
78f169b,facebook-comments,_transform_scaleX_effect_hover,--e-transform-scaleX,659,,no-target-node
78f169b,facebook-comments,_transform_scaleY_effect_hover,--e-transform-scaleY,259,,no-target-node
78f169b,facebook-comments,_transform_skewX_effect_hover,--e-transform-skewX,353deg,,no-target-node
78f169b,facebook-comments,_transform_skewY_effect_hover,--e-transform-skewY,130deg,,no-target-node
78f169b,facebook-comments,_transform_translateX_effect_hover,--e-transform-translateX,165px,,no-target-node
78f169b,facebook-comments,_transform_translateY_effect_hover,--e-transform-translateY,848px,,no-target-node
230e297,facebook-comments,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
230e297,facebook-comments,_background_hover_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
230e297,facebook-comments,_background_hover_gradient_angle,background-image,"linear-gradient(468deg, rgb(78, 63, 235) 184%, rgb(93, 48, 194) 972%)","linear-gradient(468deg, rgb(78, 63, 235) 184%, rgb(93, 48, 194) 972%)",not-comparable
230e297,facebook-comments,_border_hover_border,border-style,solid,solid,verified
230e297,facebook-comments,_border_hover_color,border-color,"rgb(214, 85, 98)","rgb(214, 85, 98)",verified
230e297,facebook-comments,_border_hover_width,border-width,70px 71px 72px 73px,70px 71px 72px 73px,not-comparable
230e297,facebook-comments,_transform_scale_effect_hover,--e-transform-scale,204,204,not-comparable
f90887d,facebook-comments,_background_hover_color,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
f90887d,facebook-comments,_background_hover_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",not-comparable
f90887d,facebook-comments,_background_hover_gradient_position,background-image,"radial-gradient(rgb(78, 63, 235) 184%, rgb(93, 48, 194) 972%)","radial-gradient(rgb(223, 163, 56) 429%, rgb(229, 90, 99) 134%)",not-comparable
d8193bd,facebook-comments,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
d8193bd,facebook-comments,_background_hover_size,background-size,auto,auto,verified
d8193bd,facebook-comments,_background_hover_position,background-position,662px 643px,662px 643px,not-comparable
d8193bd,facebook-comments,_background_hover_ypos,background-position,662px 643px,662px 643px,not-comparable
d8193bd,facebook-comments,_background_hover_xpos,background-position,662px 643px,662px 643px,not-comparable
e7874fb,facebook-comments,_background_hover_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",not-comparable
da39c8c,facebook-embed,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",not-comparable
